INSEE_COM,LIBGEO,DENS,LIBDENS,PMUN21,P1,P2,P3,P4,P5,P6,P7,zone_type
01001,L'Abergement-Clémenciat,6,Rural à habitat dispersé,832,0.0,0.0,0.0,0.0,0.0,78.6,21.4,Rural
01002,L'Abergement-de-Varey,6,Rural à habitat dispersé,267,0.0,0.0,0.0,0.0,0.0,88.08,11.92,Rural
01004,Ambérieu-en-Bugey,2,Centres urbains intermédiaires,14854,0.0,70.85,0.0,24.85,0.0,3.54,0.75,Urbain
01005,Ambérieux-en-Dombes,5,Bourgs ruraux,1897,0.0,0.0,0.0,0.0,83.08,9.42,7.5,Rural
01006,Ambléon,6,Rural à habitat dispersé,113,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Rural
01007,Ambronay,6,Rural à habitat dispersé,2833,0.0,0.0,0.0,0.0,45.11,49.01,5.88,Rural
01008,Ambutrix,4,Ceintures urbaines,768,0.0,0.0,0.0,81.29,0.0,18.71,0.0,Urbain
01009,Andert-et-Condon,6,Rural à habitat dispersé,322,0.0,0.0,0.0,0.0,0.0,61.14,38.86,Rural
01010,Anglefort,5,Bourgs ruraux,1125,0.0,0.0,0.0,0.0,49.07,46.76,4.17,Rural
01011,Apremont,6,Rural à habitat dispersé,383,0.0,0.0,0.0,0.0,0.0,83.49,16.51,Rural
01012,Aranc,6,Rural à habitat dispersé,327,0.0,0.0,0.0,0.0,0.0,51.93,48.07,Rural
01013,Arandas,7,Rural à habitat très dispersé,141,0.0,0.0,0.0,0.0,0.0,44.73,55.27,Rural
01014,Arbent,4,Ceintures urbaines,3409,0.0,7.08,0.0,83.2,0.0,8.53,1.19,Urbain
01015,Arboys en Bugey,6,Rural à habitat dispersé,667,0.0,0.0,0.0,0.0,0.0,86.9,13.1,Rural
01016,Arbigny,6,Rural à habitat dispersé,459,0.0,0.0,0.0,0.0,0.0,90.15,9.85,Rural
01017,Argis,6,Rural à habitat dispersé,432,0.0,0.0,0.0,0.0,0.0,79.36,20.64,Rural
01019,Armix,7,Rural à habitat très dispersé,26,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
01021,Ars-sur-Formans,5,Bourgs ruraux,1498,0.0,0.0,0.0,0.0,79.55,18.15,2.31,Rural
01022,Artemare,5,Bourgs ruraux,1177,0.0,0.0,0.0,0.0,81.89,17.46,0.65,Rural
01023,Asnières-sur-Saône,6,Rural à habitat dispersé,77,0.0,0.0,0.0,0.0,0.0,95.06,4.94,Rural
01024,Attignat,5,Bourgs ruraux,3336,0.0,0.0,0.0,0.0,52.43,42.7,4.87,Rural
01025,Bâgé-Dommartin,6,Rural à habitat dispersé,4065,0.0,0.0,0.0,0.0,27.21,58.44,14.35,Rural
01026,Bâgé-le-Châtel,5,Bourgs ruraux,979,0.0,0.0,0.0,0.0,97.02,2.98,0.0,Rural
01027,Balan,5,Bourgs ruraux,2692,0.0,0.0,0.0,0.0,63.77,31.01,5.23,Rural
01028,Baneins,6,Rural à habitat dispersé,621,0.0,0.0,0.0,0.0,0.0,74.68,25.32,Rural
01029,Beaupont,6,Rural à habitat dispersé,700,0.0,0.0,0.0,0.0,0.0,67.32,32.68,Rural
01030,Beauregard,4,Ceintures urbaines,830,0.0,0.0,0.0,89.25,0.0,10.75,0.0,Urbain
01031,Bellignat,2,Centres urbains intermédiaires,3636,0.0,64.29,0.0,34.08,0.0,1.62,0.0,Urbain
01032,Béligneux,5,Bourgs ruraux,3434,0.0,0.0,0.0,0.0,86.88,11.94,1.18,Rural
01033,Valserhône,2,Centres urbains intermédiaires,16295,0.0,55.3,0.0,17.74,14.12,11.99,0.85,Urbain
01034,Belley,3,Petites villes,9239,0.0,0.0,82.95,0.0,0.0,15.99,1.06,Mixte
01035,Belleydoux,6,Rural à habitat dispersé,306,0.0,0.0,0.0,0.0,0.0,70.11,29.89,Rural
01036,Valromey-sur-Séran,6,Rural à habitat dispersé,1342,0.0,0.0,0.0,0.0,0.0,66.68,33.32,Rural
01037,Bénonces,6,Rural à habitat dispersé,310,0.0,0.0,0.0,0.0,0.0,94.79,5.21,Rural
01038,Bény,6,Rural à habitat dispersé,764,0.0,0.0,0.0,0.0,0.0,63.52,36.48,Rural
01040,Béréziat,6,Rural à habitat dispersé,480,0.0,0.0,0.0,0.0,0.0,85.29,14.71,Rural
01041,Bettant,4,Ceintures urbaines,749,0.0,0.0,0.0,97.78,0.0,0.0,2.22,Urbain
01042,Bey,6,Rural à habitat dispersé,290,0.0,0.0,0.0,0.0,0.0,89.02,10.98,Rural
01043,Beynost,2,Centres urbains intermédiaires,4877,0.0,54.72,0.0,40.04,0.0,4.87,0.37,Urbain
01044,Billiat,6,Rural à habitat dispersé,626,0.0,0.0,0.0,0.0,0.0,81.05,18.95,Rural
01045,Birieux,6,Rural à habitat dispersé,284,0.0,0.0,0.0,0.0,0.0,58.21,41.79,Rural
01046,Biziat,6,Rural à habitat dispersé,904,0.0,0.0,0.0,0.0,0.0,95.02,4.98,Rural
01047,Blyes,6,Rural à habitat dispersé,1292,0.0,0.0,0.0,0.0,49.79,50.02,0.19,Rural
01049,La Boisse,4,Ceintures urbaines,3361,0.0,0.93,0.0,97.27,0.0,0.08,1.73,Urbain
01050,Boissey,6,Rural à habitat dispersé,386,0.0,0.0,0.0,0.0,0.0,73.09,26.91,Rural
01051,Bolozon,7,Rural à habitat très dispersé,95,0.0,0.0,0.0,0.0,0.0,31.18,68.82,Rural
01052,Bouligneux,7,Rural à habitat très dispersé,327,0.0,0.0,0.0,0.0,36.74,0.0,63.26,Rural
01053,Bourg-en-Bresse,2,Centres urbains intermédiaires,41525,0.0,86.92,0.0,9.92,1.82,1.17,0.18,Urbain
01054,Bourg-Saint-Christophe,5,Bourgs ruraux,1517,0.0,0.0,0.0,0.0,61.8,36.53,1.68,Rural
01056,Boyeux-Saint-Jérôme,6,Rural à habitat dispersé,356,0.0,0.0,0.0,0.0,0.0,72.39,27.61,Rural
01057,Boz,6,Rural à habitat dispersé,510,0.0,0.0,0.0,0.0,0.0,92.16,7.84,Rural
01058,Brégnier-Cordon,6,Rural à habitat dispersé,818,0.0,0.0,0.0,0.0,0.0,87.35,12.65,Rural
01060,Brénod,6,Rural à habitat dispersé,518,0.0,0.0,0.0,0.0,0.0,87.49,12.51,Rural
01061,Brens,6,Rural à habitat dispersé,1129,0.0,0.0,0.0,0.0,25.78,68.77,5.45,Rural
01062,Bressolles,4,Ceintures urbaines,978,0.0,0.0,0.0,54.75,0.0,43.58,1.66,Urbain
01063,Brion,3,Petites villes,576,0.0,0.0,71.56,0.0,0.0,20.68,7.76,Mixte
01064,Briord,6,Rural à habitat dispersé,1099,0.0,0.0,0.0,0.0,0.0,97.21,2.79,Rural
01065,Buellas,5,Bourgs ruraux,1851,0.0,0.0,0.0,0.0,57.9,40.7,1.4,Rural
01066,La Burbanche,7,Rural à habitat très dispersé,95,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
01067,Ceignes,6,Rural à habitat dispersé,261,0.0,0.0,0.0,0.0,0.0,69.92,30.08,Rural
01068,Cerdon,6,Rural à habitat dispersé,761,0.0,0.0,0.0,0.0,0.0,85.89,14.11,Rural
01069,Certines,5,Bourgs ruraux,1505,0.0,0.0,0.0,0.0,50.39,47.55,2.07,Rural
01071,Cessy,4,Ceintures urbaines,5307,0.0,13.64,0.0,73.94,0.0,12.42,0.0,Urbain
01072,Ceyzériat,5,Bourgs ruraux,3285,0.0,0.0,0.0,0.0,90.56,7.63,1.81,Rural
01073,Ceyzérieu,6,Rural à habitat dispersé,992,0.0,0.0,0.0,0.0,0.0,87.36,12.64,Rural
01074,Chalamont,5,Bourgs ruraux,2559,0.0,0.0,0.0,0.0,64.08,26.1,9.83,Rural
01075,Chaleins,5,Bourgs ruraux,1430,0.0,0.0,0.0,0.0,49.63,33.9,16.47,Rural
01076,Chaley,6,Rural à habitat dispersé,124,0.0,0.0,0.0,0.0,0.0,89.44,10.56,Rural
01077,Challes-la-Montagne,6,Rural à habitat dispersé,189,0.0,0.0,0.0,0.0,0.0,59.1,40.9,Rural
01078,Challex,3,Petites villes,1619,0.0,0.0,93.59,0.0,0.0,2.28,4.13,Mixte
01079,Champagne-en-Valromey,6,Rural à habitat dispersé,826,0.0,0.0,0.0,0.0,0.0,69.12,30.88,Rural
01080,Champdor-Corcelles,6,Rural à habitat dispersé,645,0.0,0.0,0.0,0.0,0.0,89.51,10.49,Rural
01081,Champfromier,6,Rural à habitat dispersé,718,0.0,0.0,0.0,0.0,0.0,89.78,10.22,Rural
01082,Chanay,6,Rural à habitat dispersé,616,0.0,0.0,0.0,0.0,0.0,88.61,11.39,Rural
01083,Chaneins,6,Rural à habitat dispersé,1003,0.0,0.0,0.0,0.0,0.0,79.35,20.65,Rural
01084,Chanoz-Châtenay,6,Rural à habitat dispersé,931,0.0,0.0,0.0,0.0,0.0,70.13,29.87,Rural
01085,La Chapelle-du-Châtelard,6,Rural à habitat dispersé,394,0.0,0.0,0.0,0.0,0.0,64.44,35.56,Rural
01087,Charix,6,Rural à habitat dispersé,279,0.0,0.0,0.0,0.0,0.0,67.56,32.44,Rural
01088,Charnoz-sur-Ain,5,Bourgs ruraux,898,0.0,0.0,0.0,0.0,64.96,29.33,5.71,Rural
01089,Château-Gaillard,5,Bourgs ruraux,2287,0.0,0.0,0.0,32.21,41.68,25.41,0.7,Rural
01090,Châtenay,6,Rural à habitat dispersé,360,0.0,0.0,0.0,0.0,0.0,52.22,47.78,Rural
01092,Châtillon-la-Palud,5,Bourgs ruraux,1649,0.0,0.0,0.0,0.0,60.64,34.9,4.46,Rural
01093,Châtillon-sur-Chalaronne,5,Bourgs ruraux,5059,0.0,0.0,0.0,0.0,83.4,12.22,4.38,Rural
01094,Chavannes-sur-Reyssouze,6,Rural à habitat dispersé,767,0.0,0.0,0.0,0.0,0.0,63.45,36.55,Rural
01095,Nivigne et Suran,6,Rural à habitat dispersé,832,0.0,0.0,0.0,0.0,0.0,84.03,15.97,Rural
01096,Chaveyriat,6,Rural à habitat dispersé,1036,0.0,0.0,0.0,0.0,0.0,72.57,27.43,Rural
01098,Chazey-Bons,6,Rural à habitat dispersé,1188,0.0,0.0,0.0,0.0,0.0,91.02,8.98,Rural
01099,Chazey-sur-Ain,6,Rural à habitat dispersé,1600,0.0,0.0,0.0,0.0,0.0,95.61,4.39,Rural
01100,Cheignieu-la-Balme,6,Rural à habitat dispersé,131,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Rural
01101,Chevillard,6,Rural à habitat dispersé,150,0.0,0.0,0.0,0.0,0.0,83.75,16.25,Rural
01102,Chevroux,6,Rural à habitat dispersé,973,0.0,0.0,0.0,0.0,0.0,83.29,16.71,Rural
01103,Chevry,4,Ceintures urbaines,2261,0.0,0.0,0.0,93.29,0.0,4.16,2.55,Urbain
01104,Chézery-Forens,6,Rural à habitat dispersé,445,0.0,0.0,0.0,0.0,0.0,61.99,38.01,Rural
01105,Civrieux,5,Bourgs ruraux,1916,0.0,0.0,0.0,0.0,70.04,18.0,11.96,Rural
01106,Cize,6,Rural à habitat dispersé,176,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Rural
01107,Cleyzieu,6,Rural à habitat dispersé,140,0.0,0.0,0.0,0.0,0.0,81.82,18.18,Rural
01108,Coligny,6,Rural à habitat dispersé,1227,0.0,0.0,0.0,0.0,0.0,78.18,21.82,Rural
01109,Collonges,5,Bourgs ruraux,2249,0.0,0.0,0.0,0.0,96.13,0.0,3.87,Rural
01110,Colomieu,6,Rural à habitat dispersé,163,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Rural
01111,Conand,7,Rural à habitat très dispersé,135,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
01112,Condamine,6,Rural à habitat dispersé,473,0.0,0.0,0.0,0.0,0.0,89.35,10.65,Rural
01113,Condeissiat,6,Rural à habitat dispersé,815,0.0,0.0,0.0,0.0,0.0,68.32,31.68,Rural
01114,Confort,6,Rural à habitat dispersé,685,0.0,0.0,0.0,0.0,0.0,89.71,10.29,Rural
01115,Confrançon,6,Rural à habitat dispersé,1348,0.0,0.0,0.0,0.0,0.0,86.01,13.99,Rural
01116,Contrevoz,6,Rural à habitat dispersé,493,0.0,0.0,0.0,0.0,0.0,70.24,29.76,Rural
01117,Conzieu,6,Rural à habitat dispersé,149,0.0,0.0,0.0,0.0,0.0,77.0,23.0,Rural
01118,Corbonod,6,Rural à habitat dispersé,1296,0.0,0.0,0.0,0.0,2.69,81.03,16.28,Rural
01121,Corlier,6,Rural à habitat dispersé,117,0.0,0.0,0.0,0.0,0.0,75.36,24.64,Rural
01123,Cormoranche-sur-Saône,6,Rural à habitat dispersé,1162,0.0,0.0,0.0,0.0,49.59,49.8,0.61,Rural
01124,Cormoz,6,Rural à habitat dispersé,703,0.0,0.0,0.0,0.0,0.0,55.37,44.63,Rural
01125,Corveissiat,6,Rural à habitat dispersé,596,0.0,0.0,0.0,0.0,0.0,74.76,25.24,Rural
01127,Courmangoux,6,Rural à habitat dispersé,504,0.0,0.0,0.0,0.0,0.0,85.9,14.1,Rural
01128,Courtes,6,Rural à habitat dispersé,297,0.0,0.0,0.0,0.0,0.0,71.94,28.06,Rural
01129,Crans,7,Rural à habitat très dispersé,306,0.0,0.0,0.0,0.0,0.0,48.77,51.23,Rural
01130,Bresse Vallons,6,Rural à habitat dispersé,2380,0.0,0.0,0.0,0.0,22.58,66.82,10.61,Rural
01133,Cressin-Rochefort,6,Rural à habitat dispersé,389,0.0,0.0,0.0,0.0,0.0,90.67,9.33,Rural
01134,Crottet,5,Bourgs ruraux,1818,0.0,3.17,0.0,0.0,72.91,23.86,0.06,Rural
01135,Crozet,4,Ceintures urbaines,2288,0.0,0.0,0.0,82.93,0.0,15.49,1.58,Urbain
01136,Cruzilles-lès-Mépillat,6,Rural à habitat dispersé,943,0.0,0.0,0.0,0.0,0.0,81.14,18.86,Rural
01138,Culoz-Béon,5,Bourgs ruraux,3426,0.0,0.0,0.0,0.0,65.0220040427375,31.4958042159977,3.4821917412648,Rural
01139,Curciat-Dongalon,6,Rural à habitat dispersé,451,0.0,0.0,0.0,0.0,0.0,55.36,44.64,Rural
01140,Curtafond,6,Rural à habitat dispersé,784,0.0,0.0,0.0,0.0,0.0,62.51,37.49,Rural
01141,Cuzieu,6,Rural à habitat dispersé,433,0.0,0.0,0.0,0.0,0.0,94.79,5.21,Rural
01142,Dagneux,2,Centres urbains intermédiaires,4753,0.0,82.36,0.0,4.05,0.0,13.34,0.25,Urbain
01143,Divonne-les-Bains,4,Ceintures urbaines,10137,0.0,0.0,0.0,87.07,0.0,11.94,0.98,Urbain
01145,Dompierre-sur-Veyle,6,Rural à habitat dispersé,1207,0.0,0.0,0.0,0.0,0.0,76.18,23.82,Rural
01146,Dompierre-sur-Chalaronne,6,Rural à habitat dispersé,437,0.0,0.0,0.0,0.0,0.0,88.08,11.92,Rural
01147,Domsure,7,Rural à habitat très dispersé,526,0.0,0.0,0.0,0.0,0.0,25.23,74.77,Rural
01148,Dortan,5,Bourgs ruraux,1953,0.0,0.0,0.0,0.0,52.94,38.75,8.31,Rural
01149,Douvres,5,Bourgs ruraux,1094,0.0,0.0,0.0,0.0,79.01,20.99,0.0,Rural
01150,Drom,6,Rural à habitat dispersé,215,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Rural
01151,Druillat,6,Rural à habitat dispersé,1139,0.0,0.0,0.0,0.0,0.0,87.8,12.2,Rural
01152,Échallon,6,Rural à habitat dispersé,765,0.0,0.0,0.0,0.0,0.0,78.99,21.01,Rural
01153,Échenevex,4,Ceintures urbaines,2127,0.0,0.0,0.0,77.52,0.0,21.18,1.29,Urbain
01155,Évosges,6,Rural à habitat dispersé,142,0.0,0.0,0.0,0.0,0.0,94.19,5.81,Rural
01156,Faramans,6,Rural à habitat dispersé,877,0.0,0.0,0.0,0.0,0.0,85.94,14.06,Rural
01157,Fareins,5,Bourgs ruraux,2431,0.0,0.0,0.0,1.52,59.84,38.64,0.0,Rural
01158,Farges,5,Bourgs ruraux,1058,0.0,0.0,0.0,0.0,83.03,15.31,1.66,Rural
01159,Feillens,5,Bourgs ruraux,3381,0.0,0.0,0.0,0.0,83.13,14.85,2.03,Rural
01160,Ferney-Voltaire,2,Centres urbains intermédiaires,10920,0.0,71.31,0.0,28.69,0.0,0.0,0.0,Urbain
01162,Flaxieu,6,Rural à habitat dispersé,64,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Rural
01163,Foissiat,6,Rural à habitat dispersé,2014,0.0,0.0,0.0,0.0,0.0,76.66,23.34,Rural
01165,Francheleins,6,Rural à habitat dispersé,1585,0.0,0.0,0.0,31.48,0.0,66.03,2.5,Rural
01166,Frans,4,Ceintures urbaines,2482,0.0,0.0,0.0,94.95,0.0,2.1,2.95,Urbain
01167,Garnerans,6,Rural à habitat dispersé,658,0.0,0.0,0.0,0.0,0.0,90.67,9.33,Rural
01169,Genouilleux,4,Ceintures urbaines,650,0.0,0.0,0.0,55.78,0.0,35.48,8.73,Urbain
01170,Béard-Géovreissiat,3,Petites villes,1048,0.0,0.0,85.58,0.0,0.0,11.48,2.94,Mixte
01171,Géovreisset,4,Ceintures urbaines,835,0.0,0.0,0.0,77.14,0.0,22.86,0.0,Urbain
01173,Gex,2,Centres urbains intermédiaires,13078,0.0,60.68,0.0,32.3,0.0,6.54,0.48,Urbain
01174,Giron,6,Rural à habitat dispersé,176,0.0,0.0,0.0,0.0,0.0,73.96,26.04,Rural
01175,Gorrevod,5,Bourgs ruraux,786,0.0,0.0,0.0,0.0,56.58,37.88,5.55,Rural
01177,Grand-Corent,6,Rural à habitat dispersé,184,0.0,0.0,0.0,0.0,0.0,56.7,43.3,Rural
01179,Grièges,5,Bourgs ruraux,1901,0.0,0.0,0.0,0.08,81.45,17.25,1.23,Rural
01180,Grilly,6,Rural à habitat dispersé,864,0.0,0.0,0.0,1.06,0.0,96.81,2.13,Rural
01181,Groissiat,6,Rural à habitat dispersé,1230,0.0,0.0,0.0,43.37,0.0,55.98,0.65,Rural
01183,Guéreins,4,Ceintures urbaines,1495,0.0,0.0,0.0,80.8,0.0,18.42,0.78,Urbain
01184,Hautecourt-Romanèche,6,Rural à habitat dispersé,758,0.0,0.0,0.0,0.0,0.0,76.47,23.53,Rural
01185,Plateau d'Hauteville,5,Bourgs ruraux,4807,0.0,0.0,0.0,0.0,55.65,29.63,14.71,Rural
01187,Haut Valromey,7,Rural à habitat très dispersé,609,0.0,0.0,0.0,0.0,0.0,46.64,53.36,Rural
01188,Illiat,6,Rural à habitat dispersé,689,0.0,0.0,0.0,0.0,0.0,72.97,27.03,Rural
01189,Injoux-Génissiat,6,Rural à habitat dispersé,1123,0.0,0.0,0.0,0.0,0.0,86.11,13.89,Rural
01190,Innimond,6,Rural à habitat dispersé,89,0.0,0.0,0.0,0.0,0.0,91.3,8.7,Rural
01191,Izenave,6,Rural à habitat dispersé,155,0.0,0.0,0.0,0.0,0.0,91.19,8.81,Rural
01192,Izernore,5,Bourgs ruraux,2267,0.0,0.0,0.0,0.0,72.56,19.56,7.88,Rural
01193,Izieu,6,Rural à habitat dispersé,222,0.0,0.0,0.0,0.0,0.0,90.38,9.62,Rural
01194,Jassans-Riottier,4,Ceintures urbaines,6355,0.0,41.03,0.0,57.14,0.0,1.84,0.0,Urbain
01195,Jasseron,5,Bourgs ruraux,1861,0.0,0.0,0.0,0.0,67.33,26.19,6.48,Rural
01196,Jayat,6,Rural à habitat dispersé,1259,0.0,0.0,0.0,0.0,8.01,77.24,14.76,Rural
01197,Journans,6,Rural à habitat dispersé,380,0.0,0.0,0.0,0.0,0.0,98.87,1.13,Rural
01198,Joyeux,7,Rural à habitat très dispersé,262,0.0,0.0,0.0,0.0,0.0,34.0,66.0,Rural
01199,Jujurieux,5,Bourgs ruraux,2124,0.0,0.0,0.0,0.0,65.05,27.7,7.25,Rural
01200,Labalme,6,Rural à habitat dispersé,210,0.0,0.0,0.0,0.0,0.0,97.0,3.0,Rural
01202,Lagnieu,3,Petites villes,7268,0.0,0.0,83.17,0.0,0.0,14.79,2.04,Mixte
01203,Laiz,5,Bourgs ruraux,1299,0.0,0.0,0.0,0.0,50.61,41.85,7.54,Rural
01204,Le Poizat-Lalleyriat,6,Rural à habitat dispersé,746,0.0,0.0,0.0,0.0,0.0,80.93,19.07,Rural
01206,Lantenay,6,Rural à habitat dispersé,270,0.0,0.0,0.0,0.0,0.0,94.19,5.81,Rural
01207,Lapeyrouse,6,Rural à habitat dispersé,326,0.0,0.0,0.0,0.0,0.0,63.69,36.31,Rural
01208,Lavours,6,Rural à habitat dispersé,136,0.0,0.0,0.0,0.0,0.0,61.07,38.93,Rural
01209,Léaz,6,Rural à habitat dispersé,817,0.0,0.0,0.0,0.0,0.0,90.31,9.69,Rural
01210,Lélex,6,Rural à habitat dispersé,230,0.0,0.0,0.0,0.0,0.0,78.64,21.36,Rural
01211,Lent,5,Bourgs ruraux,1408,0.0,0.0,0.0,0.0,55.24,24.96,19.79,Rural
01212,Lescheroux,6,Rural à habitat dispersé,714,0.0,0.0,0.0,0.0,0.0,58.03,41.97,Rural
01213,Leyment,6,Rural à habitat dispersé,1392,0.0,0.0,0.0,0.0,46.01,46.72,7.27,Rural
01214,Leyssard,7,Rural à habitat très dispersé,163,0.0,0.0,0.0,0.0,0.0,32.82,67.18,Rural
01215,Surjoux-Lhopital,7,Rural à habitat très dispersé,141,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
01216,Lhuis,6,Rural à habitat dispersé,892,0.0,0.0,0.0,0.0,0.0,83.86,16.14,Rural
01219,Lompnas,6,Rural à habitat dispersé,163,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Rural
01224,Loyettes,4,Ceintures urbaines,3381,0.0,0.0,0.0,93.03,0.0,5.45,1.52,Urbain
01225,Lurcy,6,Rural à habitat dispersé,393,0.0,0.0,0.0,0.0,0.0,95.41,4.59,Rural
01227,Magnieu,6,Rural à habitat dispersé,655,0.0,0.0,0.0,0.0,0.0,84.72,15.28,Rural
01228,Maillat,5,Bourgs ruraux,679,0.0,0.0,0.0,0.0,50.11,32.1,17.78,Rural
01229,Malafretaz,6,Rural à habitat dispersé,1214,0.0,0.0,0.0,0.0,47.23,47.67,5.09,Rural
01230,Mantenay-Montlin,7,Rural à habitat très dispersé,308,0.0,0.0,0.0,0.0,0.0,48.46,51.54,Rural
01231,Manziat,5,Bourgs ruraux,1955,0.0,0.0,0.0,0.0,61.26,37.21,1.54,Rural
01232,Marboz,6,Rural à habitat dispersé,2268,0.0,0.0,0.0,0.0,28.45,43.59,27.96,Rural
01233,Marchamp,6,Rural à habitat dispersé,132,0.0,0.0,0.0,0.0,0.0,55.56,44.44,Rural
01234,Marignieu,6,Rural à habitat dispersé,167,0.0,0.0,0.0,0.0,0.0,68.9,31.1,Rural
01235,Marlieux,5,Bourgs ruraux,1182,0.0,0.0,0.0,0.0,60.89,28.6,10.51,Rural
01236,Marsonnas,6,Rural à habitat dispersé,1030,0.0,0.0,0.0,0.0,0.0,78.42,21.58,Rural
01237,Martignat,5,Bourgs ruraux,1671,0.0,0.0,0.24,0.0,88.44,11.08,0.24,Rural
01238,Massieux,4,Ceintures urbaines,2721,0.0,0.0,0.0,85.4,0.0,14.45,0.15,Urbain
01239,Massignieu-de-Rives,6,Rural à habitat dispersé,642,0.0,0.0,0.0,0.0,0.0,87.18,12.82,Rural
01240,Matafelon-Granges,6,Rural à habitat dispersé,629,0.0,0.0,0.0,0.0,3.41,55.27,41.32,Rural
01241,Meillonnas,6,Rural à habitat dispersé,1383,0.0,0.0,0.0,0.0,38.89,51.96,9.15,Rural
01242,Mérignat,6,Rural à habitat dispersé,136,0.0,0.0,0.0,0.0,0.0,99.1,0.9,Rural
01243,Messimy-sur-Saône,5,Bourgs ruraux,1288,0.0,0.0,0.0,0.0,75.46,22.47,2.07,Rural
01244,Meximieux,2,Centres urbains intermédiaires,8085,0.0,77.05,0.0,19.93,0.0,2.57,0.46,Urbain
01245,Bohas-Meyriat-Rignat,6,Rural à habitat dispersé,965,0.0,0.0,0.0,0.0,0.0,80.61,19.39,Rural
01246,Mézériat,5,Bourgs ruraux,2192,0.0,0.0,0.0,0.0,49.78,39.98,10.24,Rural
01247,Mijoux,6,Rural à habitat dispersé,297,0.0,0.0,0.0,0.0,0.0,63.98,36.02,Rural
01248,Mionnay,5,Bourgs ruraux,2227,0.0,0.0,0.0,0.0,84.22,10.49,5.28,Rural
01249,Miribel,4,Ceintures urbaines,10225,0.0,25.39,0.0,61.91,7.96,4.41,0.33,Urbain
01250,Misérieux,4,Ceintures urbaines,1994,0.0,0.0,0.0,67.9,0.0,29.39,2.71,Urbain
01252,Mogneneins,6,Rural à habitat dispersé,803,0.0,0.0,0.0,0.0,0.0,94.34,5.66,Rural
01254,Montagnat,5,Bourgs ruraux,2145,0.0,0.0,0.0,0.0,53.32,43.15,3.53,Rural
01255,Montagnieu,6,Rural à habitat dispersé,666,0.0,0.0,0.0,0.0,0.0,95.51,4.49,Rural
01257,Montanges,6,Rural à habitat dispersé,350,0.0,0.0,0.0,0.0,1.22,76.83,21.95,Rural
01258,Montceaux,5,Bourgs ruraux,1198,0.0,0.0,0.0,24.14,44.3,25.19,6.37,Rural
01259,Montcet,6,Rural à habitat dispersé,704,0.0,0.0,0.0,0.0,0.0,84.81,15.19,Rural
01260,Le Montellier,7,Rural à habitat très dispersé,319,0.0,0.0,0.0,0.0,0.0,25.47,74.53,Rural
01261,Monthieux,5,Bourgs ruraux,682,0.0,0.0,0.0,0.0,75.7,10.42,13.89,Rural
01262,Montluel,2,Centres urbains intermédiaires,6838,0.0,69.91,0.0,9.77,0.0,15.31,5.0,Urbain
01263,Montmerle-sur-Saône,4,Ceintures urbaines,3792,0.0,0.0,0.0,86.37,0.0,13.63,0.0,Urbain
01264,Montracol,5,Bourgs ruraux,1008,0.0,0.0,0.0,0.0,42.11,30.48,27.41,Rural
01265,Montréal-la-Cluse,3,Petites villes,3541,0.0,0.0,98.58,0.0,0.0,0.0,1.42,Mixte
01266,Montrevel-en-Bresse,5,Bourgs ruraux,2578,0.0,0.0,0.0,0.0,70.41,25.37,4.21,Rural
01267,Nurieux-Volognat,6,Rural à habitat dispersé,990,0.0,0.0,0.0,0.0,0.0,94.05,5.95,Rural
01268,Murs-et-Gélignieux,7,Rural à habitat très dispersé,240,0.0,0.0,0.0,0.0,0.0,44.8,55.2,Rural
01269,Nantua,5,Bourgs ruraux,3449,0.0,0.0,1.8,0.0,90.95,6.91,0.34,Rural
01272,Neuville-les-Dames,5,Bourgs ruraux,1515,0.0,0.0,0.0,0.0,49.45,25.85,24.71,Rural
01273,Neuville-sur-Ain,6,Rural à habitat dispersé,1799,0.0,0.0,0.0,0.0,0.35,93.44,6.21,Rural
01274,Les Neyrolles,5,Bourgs ruraux,632,0.0,0.0,0.0,0.0,97.88,0.0,2.12,Rural
01275,Neyron,4,Ceintures urbaines,2538,0.0,0.0,0.0,95.03,0.0,4.17,0.81,Urbain
01276,Niévroz,5,Bourgs ruraux,1634,0.0,0.0,0.0,0.0,87.56,9.22,3.22,Rural
01277,Nivollet-Montgriffon,7,Rural à habitat très dispersé,115,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
01279,Oncieu,6,Rural à habitat dispersé,73,0.0,0.0,0.0,0.0,0.0,73.33,26.67,Rural
01280,Ordonnaz,6,Rural à habitat dispersé,141,0.0,0.0,0.0,0.0,0.0,57.96,42.04,Rural
01281,Ornex,4,Ceintures urbaines,4690,0.0,0.0,0.0,87.92,0.0,11.78,0.3,Urbain
01282,Outriaz,6,Rural à habitat dispersé,255,0.0,0.0,0.0,0.0,0.0,98.45,1.55,Rural
