INSEE_COM,LIBGEO,DENS,LIBDENS,PMUN21,P1,P2,P3,P4,P5,P6,P7,zone_type
16342,Saint-Palais-du-Né,6,Rural à habitat dispersé,306,0.0,0.0,0.0,0.0,0.0,51.73,48.27,Rural
16343,Saint-Preuil,6,Rural à habitat dispersé,299,0.0,0.0,0.0,0.0,0.0,61.88,38.12,Rural
16345,Saint-Quentin-sur-Charente,7,Rural à habitat très dispersé,207,0.0,0.0,0.0,0.0,0.0,36.91,63.09,Rural
16346,Saint-Quentin-de-Chalais,7,Rural à habitat très dispersé,245,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16347,Saint-Romain,6,Rural à habitat dispersé,511,0.0,0.0,0.0,0.0,0.0,54.91,45.09,Rural
16348,Saint-Saturnin,6,Rural à habitat dispersé,1281,0.0,0.0,0.0,0.0,0.0,93.69,6.31,Rural
16349,Sainte-Sévère,6,Rural à habitat dispersé,500,0.0,0.0,0.0,0.0,0.0,73.03,26.97,Rural
16350,Saint-Séverin,6,Rural à habitat dispersé,803,0.0,0.0,0.0,0.0,0.0,68.56,31.44,Rural
16352,Saint-Simon,6,Rural à habitat dispersé,226,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Rural
16353,Saint-Sornin,6,Rural à habitat dispersé,817,0.0,0.0,0.0,0.0,0.0,59.84,40.16,Rural
16354,Sainte-Souline,7,Rural à habitat très dispersé,121,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16356,Saint-Sulpice-de-Ruffec,7,Rural à habitat très dispersé,36,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16357,Saint-Vallier,7,Rural à habitat très dispersé,138,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16358,Saint-Yrieix-sur-Charente,4,Ceintures urbaines,7525,0.0,10.9,0.0,83.64,0.0,4.47,0.98,Urbain
16359,Salles-d'Angles,6,Rural à habitat dispersé,1011,0.0,0.0,0.0,0.0,0.0,75.35,24.65,Rural
16360,Salles-de-Barbezieux,6,Rural à habitat dispersé,403,0.0,0.0,0.0,0.0,0.0,70.77,29.23,Rural
16361,Salles-de-Villefagnan,6,Rural à habitat dispersé,313,0.0,0.0,0.0,0.0,0.0,63.29,36.71,Rural
16362,Salles-Lavalette,7,Rural à habitat très dispersé,318,0.0,0.0,0.0,0.0,0.0,23.86,76.14,Rural
16363,Saulgond,7,Rural à habitat très dispersé,533,0.0,0.0,0.0,0.0,0.0,24.65,75.35,Rural
16364,Sauvagnac,7,Rural à habitat très dispersé,66,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16365,Sauvignac,7,Rural à habitat très dispersé,101,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16366,Segonzac,6,Rural à habitat dispersé,2077,0.0,0.0,0.0,0.0,36.91,38.12,24.96,Rural
16368,Sers,6,Rural à habitat dispersé,900,0.0,0.0,0.0,0.0,0.0,87.64,12.36,Rural
16369,Sigogne,6,Rural à habitat dispersé,971,0.0,0.0,0.0,0.0,0.0,93.26,6.74,Rural
16370,Sireuil,6,Rural à habitat dispersé,1167,0.0,0.0,0.0,0.0,0.0,99.66,0.34,Rural
16372,Souffrignac,7,Rural à habitat très dispersé,142,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16373,Souvigné,6,Rural à habitat dispersé,186,0.0,0.0,0.0,0.0,0.0,51.92,48.08,Rural
16374,Soyaux,2,Centres urbains intermédiaires,9995,0.0,77.45,0.0,15.55,0.0,6.21,0.79,Urbain
16375,Suaux,6,Rural à habitat dispersé,382,0.0,0.0,0.0,0.0,0.0,53.8,46.2,Rural
16377,La Tâche,6,Rural à habitat dispersé,109,0.0,0.0,0.0,0.0,0.0,57.27,42.73,Rural
16378,Taizé-Aizie,6,Rural à habitat dispersé,576,0.0,0.0,0.0,0.0,0.0,51.8,48.2,Rural
16379,Taponnat-Fleurignac,6,Rural à habitat dispersé,1464,0.0,0.0,0.0,0.0,2.74,74.02,23.25,Rural
16380,Le Tâtre,6,Rural à habitat dispersé,423,0.0,0.0,0.0,0.0,0.0,77.04,22.96,Rural
16381,Theil-Rabier,6,Rural à habitat dispersé,164,0.0,0.0,0.0,0.0,0.0,81.52,18.48,Rural
16382,Torsac,6,Rural à habitat dispersé,708,0.0,0.0,0.0,0.0,0.0,71.69,28.31,Rural
16383,Tourriers,6,Rural à habitat dispersé,772,0.0,0.0,0.0,0.0,0.0,96.9,3.1,Rural
16384,Touvérac,6,Rural à habitat dispersé,560,0.0,0.0,0.0,0.0,0.0,63.19,36.81,Rural
16385,Touvre,6,Rural à habitat dispersé,1141,0.0,0.0,0.0,36.81,0.0,63.19,0.0,Rural
16387,Triac-Lautrait,6,Rural à habitat dispersé,463,0.0,0.0,0.0,0.0,0.0,88.68,11.32,Rural
16388,Trois-Palis,6,Rural à habitat dispersé,935,0.0,0.0,0.0,0.0,0.0,99.57,0.43,Rural
16389,Turgon,7,Rural à habitat très dispersé,83,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16390,Tusson,6,Rural à habitat dispersé,234,0.0,0.0,0.0,0.0,0.0,99.1,0.9,Rural
16392,Valence,7,Rural à habitat très dispersé,187,0.0,0.0,0.0,0.0,0.0,25.91,74.09,Rural
16393,Vars,6,Rural à habitat dispersé,2165,0.0,0.0,0.0,0.0,28.5,65.65,5.86,Rural
16394,Vaux-Lavalette,7,Rural à habitat très dispersé,80,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16395,Vaux-Rouillac,6,Rural à habitat dispersé,295,0.0,0.0,0.0,0.0,0.0,83.97,16.03,Rural
16396,Ventouse,7,Rural à habitat très dispersé,120,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16397,Verdille,6,Rural à habitat dispersé,389,0.0,0.0,0.0,0.0,0.0,60.06,39.94,Rural
16398,Verneuil,7,Rural à habitat très dispersé,97,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16399,Verrières,7,Rural à habitat très dispersé,333,0.0,0.0,0.0,0.0,0.0,27.5,72.5,Rural
16400,Verteuil-sur-Charente,6,Rural à habitat dispersé,594,0.0,0.0,0.0,0.0,0.0,85.45,14.55,Rural
16401,Vervant,6,Rural à habitat dispersé,147,0.0,0.0,0.0,0.0,0.0,81.29,18.71,Rural
16402,Vibrac,6,Rural à habitat dispersé,282,0.0,0.0,0.0,0.0,0.0,83.99,16.01,Rural
16403,Le Vieux-Cérier,7,Rural à habitat très dispersé,130,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16404,Vieux-Ruffec,7,Rural à habitat très dispersé,109,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
16405,Vignolles,7,Rural à habitat très dispersé,161,0.0,0.0,0.0,0.0,0.0,1.16,98.84,Rural
16406,Moulins-sur-Tardoire,6,Rural à habitat dispersé,793,0.0,0.0,0.0,0.0,0.0,75.25,24.75,Rural
16408,Villebois-Lavalette,6,Rural à habitat dispersé,713,0.0,0.0,0.0,0.0,0.0,94.4,5.6,Rural
16409,Villefagnan,5,Bourgs ruraux,993,0.0,0.0,0.0,0.0,61.34,10.65,28.01,Rural
16412,Villejoubert,6,Rural à habitat dispersé,352,0.0,0.0,0.0,0.0,0.0,86.31,13.69,Rural
16413,Villiers-le-Roux,6,Rural à habitat dispersé,147,0.0,0.0,0.0,0.0,0.0,50.76,49.24,Rural
16414,Villognon,6,Rural à habitat dispersé,325,0.0,0.0,0.0,0.0,0.0,85.26,14.74,Rural
16415,Vindelle,6,Rural à habitat dispersé,1062,0.0,0.0,0.0,0.0,0.0,90.45,9.55,Rural
16416,Vitrac-Saint-Vincent,7,Rural à habitat très dispersé,494,0.0,0.0,0.0,0.0,0.0,38.77,61.23,Rural
16418,Vœuil-et-Giget,4,Ceintures urbaines,1567,0.0,0.0,0.0,75.7,0.0,23.0,1.3,Urbain
16419,Vouharte,6,Rural à habitat dispersé,323,0.0,0.0,0.0,0.0,0.0,72.52,27.48,Rural
16420,Voulgézac,7,Rural à habitat très dispersé,240,0.0,0.0,0.0,0.0,0.0,34.47,65.53,Rural
16421,Vouthon,6,Rural à habitat dispersé,410,0.0,0.0,0.0,0.0,0.0,57.4,42.6,Rural
16422,Vouzan,6,Rural à habitat dispersé,825,0.0,0.0,0.0,0.0,0.0,77.6,22.4,Rural
16423,Xambes,6,Rural à habitat dispersé,242,0.0,0.0,0.0,0.0,0.0,84.19,15.81,Rural
16424,Yviers,6,Rural à habitat dispersé,535,0.0,0.0,0.0,0.0,0.0,50.86,49.14,Rural
16425,Yvrac-et-Malleyrand,7,Rural à habitat très dispersé,564,0.0,0.0,0.0,0.0,0.0,48.25,51.75,Rural
17002,Agudelle,7,Rural à habitat très dispersé,134,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
17003,Aigrefeuille-d'Aunis,5,Bourgs ruraux,4479,0.0,0.0,0.0,0.0,87.69,10.37,1.94,Rural
17004,Île-d'Aix,6,Rural à habitat dispersé,207,0.0,0.0,0.0,0.0,0.0,94.29,5.71,Rural
17005,Allas-Bocage,6,Rural à habitat dispersé,197,0.0,0.0,0.0,0.0,0.0,58.94,41.06,Rural
17006,Allas-Champagne,7,Rural à habitat très dispersé,248,0.0,0.0,0.0,0.0,0.0,40.88,59.12,Rural
17007,Anais,6,Rural à habitat dispersé,316,0.0,0.0,0.0,0.0,0.0,69.53,30.47,Rural
17008,Andilly,5,Bourgs ruraux,2312,0.0,0.0,0.0,0.0,51.66,45.38,2.96,Rural
17009,Angliers,5,Bourgs ruraux,1285,0.0,0.0,0.0,0.0,81.56,16.11,2.33,Rural
17010,Angoulins,4,Ceintures urbaines,4117,0.0,0.0,0.0,87.99,0.0,10.38,1.63,Urbain
17011,Annepont,6,Rural à habitat dispersé,394,0.0,0.0,0.0,0.0,0.0,75.1,24.9,Rural
17012,Annezay,7,Rural à habitat très dispersé,158,0.0,0.0,0.0,0.0,0.0,46.82,53.18,Rural
17013,Antezant-la-Chapelle,6,Rural à habitat dispersé,357,0.0,0.0,0.0,0.0,0.0,58.32,41.68,Rural
17015,Arces,6,Rural à habitat dispersé,730,0.0,0.0,0.0,0.0,0.0,72.8,27.2,Rural
17016,Archiac,6,Rural à habitat dispersé,771,0.0,0.0,0.0,0.0,0.0,86.44,13.56,Rural
17017,Archingeay,6,Rural à habitat dispersé,733,0.0,0.0,0.0,0.0,0.0,67.31,32.69,Rural
17018,Ardillières,5,Bourgs ruraux,865,0.0,0.0,0.0,0.0,64.97,31.13,3.9,Rural
17019,Ars-en-Ré,5,Bourgs ruraux,1297,0.0,0.0,0.0,0.0,68.91,24.95,6.14,Rural
17020,Arthenac,7,Rural à habitat très dispersé,345,0.0,0.0,0.0,0.0,0.0,46.06,53.94,Rural
17021,Arvert,3,Petites villes,3774,0.0,0.0,83.04,0.0,0.0,14.13,2.83,Mixte
17022,Asnières-la-Giraud,6,Rural à habitat dispersé,977,0.0,0.0,0.0,0.0,0.0,81.51,18.49,Rural
17023,Aujac,6,Rural à habitat dispersé,373,0.0,0.0,0.0,0.0,0.0,69.91,30.09,Rural
17024,Aulnay,5,Bourgs ruraux,1309,0.0,0.0,0.0,0.0,54.9,35.87,9.22,Rural
17025,Aumagne,6,Rural à habitat dispersé,700,0.0,0.0,0.0,0.0,0.0,75.7,24.3,Rural
17026,Authon-Ébéon,7,Rural à habitat très dispersé,392,0.0,0.0,0.0,0.0,0.0,44.07,55.93,Rural
17027,Avy,6,Rural à habitat dispersé,472,0.0,0.0,0.0,0.0,0.0,83.37,16.63,Rural
17028,Aytré,1,Grands centres urbains,9578,66.38,0.0,0.0,32.08,0.0,1.33,0.21,Inconnu
17029,Bagnizeau,6,Rural à habitat dispersé,189,0.0,0.0,0.0,0.0,0.0,98.41,1.59,Rural
17030,Balanzac,6,Rural à habitat dispersé,586,0.0,0.0,0.0,0.0,0.0,76.14,23.86,Rural
17031,Ballans,6,Rural à habitat dispersé,200,0.0,0.0,0.0,0.0,0.0,97.54,2.46,Rural
17032,Ballon,6,Rural à habitat dispersé,821,0.0,0.0,0.0,0.0,28.24,57.51,14.25,Rural
17033,La Barde,6,Rural à habitat dispersé,494,0.0,0.0,0.0,0.0,0.0,54.2,45.8,Rural
17034,Barzan,6,Rural à habitat dispersé,464,0.0,0.0,0.0,0.0,0.0,61.81,38.19,Rural
17035,Bazauges,6,Rural à habitat dispersé,106,0.0,0.0,0.0,0.0,0.0,60.17,39.83,Rural
17036,Beaugeay,6,Rural à habitat dispersé,785,0.0,0.0,0.0,0.0,0.0,87.8,12.2,Rural
17037,Beauvais-sur-Matha,6,Rural à habitat dispersé,653,0.0,0.0,0.0,0.0,0.0,85.66,14.34,Rural
17038,Bedenac,6,Rural à habitat dispersé,690,0.0,0.0,0.0,0.0,0.0,53.58,46.42,Rural
17039,Belluire,7,Rural à habitat très dispersé,215,0.0,0.0,0.0,0.0,0.0,46.44,53.56,Rural
17041,Benon,5,Bourgs ruraux,1763,0.0,0.0,0.0,0.0,60.6,32.89,6.52,Rural
17042,Bercloux,7,Rural à habitat très dispersé,445,0.0,0.0,0.0,0.0,0.0,46.42,53.58,Rural
17043,Bernay-Saint-Martin,6,Rural à habitat dispersé,753,0.0,0.0,0.0,0.0,0.0,66.92,33.08,Rural
17044,Berneuil,6,Rural à habitat dispersé,1162,0.0,0.0,0.0,0.0,0.0,84.02,15.98,Rural
17045,Beurlay,6,Rural à habitat dispersé,1013,0.0,0.0,0.0,0.0,0.0,96.47,3.53,Rural
17046,Bignay,6,Rural à habitat dispersé,369,0.0,0.0,0.0,0.0,0.0,67.23,32.77,Rural
17047,Biron,6,Rural à habitat dispersé,238,0.0,0.0,0.0,0.0,0.0,59.41,40.59,Rural
17048,Blanzac-lès-Matha,6,Rural à habitat dispersé,319,0.0,0.0,0.0,0.0,4.83,71.34,23.83,Rural
17049,Blanzay-sur-Boutonne,7,Rural à habitat très dispersé,77,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
17050,Bois,7,Rural à habitat très dispersé,518,0.0,0.0,0.0,0.0,0.0,41.37,58.63,Rural
17051,Le Bois-Plage-en-Ré,3,Petites villes,2229,0.0,0.0,65.88,0.0,0.0,29.87,4.24,Mixte
17052,Boisredon,7,Rural à habitat très dispersé,706,0.0,0.0,0.0,0.0,0.0,40.15,59.85,Rural
17053,Bords,5,Bourgs ruraux,1319,0.0,0.0,0.0,0.0,45.57,39.32,15.11,Rural
17054,Boresse-et-Martron,7,Rural à habitat très dispersé,201,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
17055,Boscamnant,7,Rural à habitat très dispersé,342,0.0,0.0,0.0,0.0,0.0,41.57,58.43,Rural
17056,Bougneau,6,Rural à habitat dispersé,609,0.0,0.0,0.0,0.0,0.0,87.53,12.47,Rural
17057,Bouhet,5,Bourgs ruraux,916,0.0,0.0,0.0,0.0,71.87,20.76,7.36,Rural
17058,Bourcefranc-le-Chapus,5,Bourgs ruraux,3541,0.0,0.0,0.0,0.0,85.17,12.39,2.44,Rural
17059,Bourgneuf,3,Petites villes,1418,0.0,0.0,62.95,0.0,0.0,36.9,0.15,Mixte
17060,Boutenac-Touvent,6,Rural à habitat dispersé,229,0.0,0.0,0.0,0.0,0.0,95.77,4.23,Rural
17061,Bran,7,Rural à habitat très dispersé,140,0.0,0.0,0.0,0.0,0.0,47.23,52.77,Rural
17062,Bresdon,7,Rural à habitat très dispersé,224,0.0,0.0,0.0,0.0,0.0,28.51,71.49,Rural
17063,Breuil-la-Réorte,6,Rural à habitat dispersé,466,0.0,0.0,0.0,0.0,0.0,70.18,29.82,Rural
17064,Breuillet,5,Bourgs ruraux,3060,0.0,0.0,0.0,0.0,69.37,25.28,5.34,Rural
17065,Breuil-Magné,5,Bourgs ruraux,1863,0.0,0.0,0.0,0.0,59.45,35.1,5.45,Rural
17066,Brie-sous-Archiac,6,Rural à habitat dispersé,228,0.0,0.0,0.0,0.0,0.0,58.81,41.19,Rural
17067,Brie-sous-Matha,6,Rural à habitat dispersé,172,0.0,0.0,0.0,0.0,0.0,84.13,15.87,Rural
17068,Brie-sous-Mortagne,6,Rural à habitat dispersé,243,0.0,0.0,0.0,0.0,0.0,95.14,4.86,Rural
17069,Brives-sur-Charente,6,Rural à habitat dispersé,225,0.0,0.0,0.0,0.0,0.0,83.09,16.91,Rural
17070,Brizambourg,6,Rural à habitat dispersé,959,0.0,0.0,0.0,0.0,0.0,81.98,18.02,Rural
17071,La Brousse,6,Rural à habitat dispersé,514,0.0,0.0,0.0,0.0,0.0,80.99,19.01,Rural
17072,Burie,6,Rural à habitat dispersé,1337,0.0,0.0,0.0,0.0,0.0,93.68,6.32,Rural
17073,Bussac-sur-Charente,5,Bourgs ruraux,1282,0.0,0.0,0.0,0.0,58.72,38.74,2.54,Rural
17074,Bussac-Forêt,6,Rural à habitat dispersé,1085,0.0,0.0,0.0,0.0,0.0,80.62,19.38,Rural
17075,Cabariot,6,Rural à habitat dispersé,1445,0.0,0.0,0.0,0.0,7.43,81.32,11.24,Rural
17076,Celles,6,Rural à habitat dispersé,323,0.0,0.0,0.0,0.0,0.0,85.4,14.6,Rural
17077,Cercoux,7,Rural à habitat très dispersé,1279,0.0,0.0,0.0,0.0,0.0,48.82,51.18,Rural
17078,Chadenac,6,Rural à habitat dispersé,517,0.0,0.0,0.0,0.0,0.0,52.89,47.11,Rural
17079,Chaillevette,3,Petites villes,1633,0.0,0.0,72.37,0.0,0.0,23.8,3.83,Mixte
17080,Chambon,6,Rural à habitat dispersé,988,0.0,0.0,0.0,0.0,0.0,90.28,9.72,Rural
17081,Chamouillac,6,Rural à habitat dispersé,369,0.0,0.0,0.0,0.0,0.0,62.0,38.0,Rural
17082,Champagnac,6,Rural à habitat dispersé,504,0.0,0.0,0.0,0.0,0.0,62.08,37.92,Rural
17083,Champagne,6,Rural à habitat dispersé,622,0.0,0.0,0.0,0.0,0.0,62.22,37.78,Rural
17084,Champagnolles,6,Rural à habitat dispersé,686,0.0,0.0,0.0,0.0,0.0,63.56,36.44,Rural
17085,Champdolent,6,Rural à habitat dispersé,413,0.0,0.0,0.0,0.0,0.0,67.5,32.5,Rural
17086,Chaniers,6,Rural à habitat dispersé,3597,0.0,0.0,0.0,0.08,13.66,80.12,6.14,Rural
17087,Chantemerle-sur-la-Soie,6,Rural à habitat dispersé,210,0.0,0.0,0.0,0.0,0.0,64.75,35.25,Rural
17089,La Chapelle-des-Pots,6,Rural à habitat dispersé,1003,0.0,0.0,0.0,0.0,0.0,86.82,13.18,Rural
17091,Charron,5,Bourgs ruraux,2002,0.0,0.0,0.0,0.0,78.42,14.81,6.77,Rural
17092,Chartuzac,6,Rural à habitat dispersé,165,0.0,0.0,0.0,0.0,0.0,66.56,33.44,Rural
17093,Le Château-d'Oléron,5,Bourgs ruraux,4319,0.0,0.0,0.0,0.0,73.87,24.86,1.27,Rural
17094,Châtelaillon-Plage,4,Ceintures urbaines,6227,0.0,0.0,0.0,97.56,0.0,2.44,0.0,Urbain
17095,Chatenet,7,Rural à habitat très dispersé,212,0.0,0.0,0.0,0.0,0.0,22.22,77.78,Rural
17096,Chaunac,7,Rural à habitat très dispersé,74,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
17097,Le Chay,6,Rural à habitat dispersé,817,0.0,0.0,5.21,0.0,0.0,78.96,15.83,Rural
17098,Chenac-Saint-Seurin-d'Uzet,6,Rural à habitat dispersé,584,0.0,0.0,0.0,0.0,0.0,63.75,36.25,Rural
17099,Chepniers,6,Rural à habitat dispersé,674,0.0,0.0,0.0,0.0,0.0,62.92,37.08,Rural
17100,Chérac,6,Rural à habitat dispersé,1130,0.0,0.0,0.0,0.0,0.0,67.93,32.07,Rural
17101,Cherbonnières,6,Rural à habitat dispersé,334,0.0,0.0,0.0,0.0,0.0,87.82,12.18,Rural
17102,Chermignac,5,Bourgs ruraux,1266,0.0,0.0,0.0,0.0,53.17,34.35,12.48,Rural
17104,Chevanceaux,6,Rural à habitat dispersé,1112,0.0,0.0,0.0,0.0,0.0,76.42,23.58,Rural
17105,Chives,6,Rural à habitat dispersé,310,0.0,0.0,0.0,0.0,0.0,56.19,43.81,Rural
17106,Cierzac,6,Rural à habitat dispersé,318,0.0,0.0,0.0,0.0,0.0,78.83,21.17,Rural
17107,Ciré-d'Aunis,5,Bourgs ruraux,1538,0.0,0.0,0.0,0.0,73.6,17.55,8.85,Rural
17108,Clam,6,Rural à habitat dispersé,407,0.0,0.0,0.0,0.0,0.0,73.73,26.27,Rural
17109,Clavette,3,Petites villes,1441,0.0,0.0,87.94,0.0,0.0,6.36,5.71,Mixte
17110,Clérac,7,Rural à habitat très dispersé,979,0.0,0.0,0.0,0.0,0.0,48.4,51.6,Rural
17111,Clion,6,Rural à habitat dispersé,838,0.0,0.0,0.0,0.0,0.0,74.63,25.37,Rural
17112,La Clisse,6,Rural à habitat dispersé,729,0.0,0.0,0.0,0.0,0.0,98.9,1.1,Rural
17113,La Clotte,6,Rural à habitat dispersé,713,0.0,0.0,0.0,0.0,0.0,75.73,24.27,Rural
17114,Coivert,7,Rural à habitat très dispersé,201,0.0,0.0,0.0,0.0,0.0,34.91,65.09,Rural
17115,Colombiers,6,Rural à habitat dispersé,303,0.0,0.0,0.0,0.0,0.0,73.77,26.23,Rural
17116,Consac,7,Rural à habitat très dispersé,233,0.0,0.0,0.0,0.0,0.0,47.11,52.89,Rural
17117,Contré,6,Rural à habitat dispersé,137,0.0,0.0,0.0,0.0,0.0,56.74,43.26,Rural
17118,Corignac,6,Rural à habitat dispersé,330,0.0,0.0,0.0,0.0,0.0,69.23,30.77,Rural
17119,Corme-Écluse,6,Rural à habitat dispersé,1228,0.0,0.0,0.0,0.0,0.0,78.57,21.43,Rural
17120,Corme-Royal,5,Bourgs ruraux,1939,0.0,0.0,0.0,0.0,46.79,37.12,16.09,Rural
17121,La Couarde-sur-Mer,5,Bourgs ruraux,1104,0.0,0.0,0.0,0.0,75.37,17.5,7.14,Rural
17122,Coulonges,6,Rural à habitat dispersé,233,0.0,0.0,0.0,0.0,0.0,64.32,35.68,Rural
17124,Courant,6,Rural à habitat dispersé,440,0.0,0.0,0.0,0.0,0.0,84.7,15.3,Rural
17125,Courcelles,6,Rural à habitat dispersé,451,0.0,0.0,0.0,0.0,0.0,93.2,6.8,Rural
17126,Courcerac,6,Rural à habitat dispersé,307,0.0,0.0,0.0,0.0,0.0,60.96,39.04,Rural
17127,Courçon,5,Bourgs ruraux,1980,0.0,0.0,0.0,0.0,61.55,29.17,9.27,Rural
17128,Courcoury,6,Rural à habitat dispersé,701,0.0,0.0,0.0,0.0,0.0,82.9,17.1,Rural
17129,Courpignac,7,Rural à habitat très dispersé,414,0.0,0.0,0.0,0.0,0.0,46.4,53.6,Rural
17130,Coux,6,Rural à habitat dispersé,479,0.0,0.0,0.0,0.0,0.0,64.59,35.41,Rural
17131,Cozes,5,Bourgs ruraux,2161,0.0,0.0,0.0,0.0,52.76,35.18,12.06,Rural
17132,Cramchaban,6,Rural à habitat dispersé,648,0.0,0.0,0.0,0.0,0.0,81.28,18.72,Rural
17133,Cravans,6,Rural à habitat dispersé,869,0.0,0.0,0.0,0.0,0.0,80.53,19.47,Rural
17134,Crazannes,6,Rural à habitat dispersé,439,0.0,0.0,0.0,0.0,0.0,88.75,11.25,Rural
17135,Cressé,6,Rural à habitat dispersé,222,0.0,0.0,0.0,0.0,0.0,70.56,29.44,Rural
17136,Croix-Chapeau,3,Petites villes,1337,0.0,0.0,58.78,0.0,0.0,38.33,2.88,Mixte
17137,La Croix-Comtesse,6,Rural à habitat dispersé,223,0.0,0.0,0.0,0.0,0.0,82.03,17.97,Rural
17138,Dampierre-sur-Boutonne,6,Rural à habitat dispersé,275,0.0,0.0,0.0,0.0,0.0,67.97,32.03,Rural
17139,Dœuil-sur-le-Mignon,6,Rural à habitat dispersé,361,0.0,0.0,0.0,0.0,0.0,52.35,47.65,Rural
17140,Dolus-d'Oléron,6,Rural à habitat dispersé,3155,0.0,0.0,0.0,0.0,46.89,49.47,3.64,Rural
17141,Dompierre-sur-Charente,6,Rural à habitat dispersé,479,0.0,0.0,0.0,0.0,0.0,79.98,20.02,Rural
17142,Dompierre-sur-Mer,4,Ceintures urbaines,5961,0.0,0.0,0.0,87.91,0.0,10.77,1.31,Urbain
17143,Le Douhet,6,Rural à habitat dispersé,703,0.0,0.0,0.0,0.0,0.0,76.46,23.54,Rural
17145,Échebrune,6,Rural à habitat dispersé,483,0.0,0.0,0.0,0.0,0.0,80.73,19.27,Rural
17146,Échillais,5,Bourgs ruraux,3567,0.0,0.0,0.0,0.0,79.91,18.66,1.42,Rural
17147,Écoyeux,6,Rural à habitat dispersé,1396,0.0,0.0,0.0,0.0,0.0,80.09,19.91,Rural
17148,Écurat,6,Rural à habitat dispersé,451,0.0,0.0,0.0,0.0,0.0,69.1,30.9,Rural
17149,Les Éduts,7,Rural à habitat très dispersé,58,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
17150,Les Églises-d'Argenteuil,6,Rural à habitat dispersé,530,0.0,0.0,0.0,0.0,0.0,70.17,29.83,Rural
17151,L'Éguille,5,Bourgs ruraux,898,0.0,0.0,0.0,0.0,92.75,0.0,7.25,Rural
17152,Épargnes,6,Rural à habitat dispersé,902,0.0,0.0,0.0,0.0,0.0,61.18,38.82,Rural
17153,Esnandes,5,Bourgs ruraux,2103,0.0,0.0,0.0,0.0,76.58,19.69,3.73,Rural
17154,Les Essards,6,Rural à habitat dispersé,725,0.0,0.0,0.0,0.0,0.0,93.32,6.68,Rural
17155,Étaules,3,Petites villes,2717,0.0,0.0,92.81,0.0,0.0,5.22,1.98,Mixte
17156,Expiremont,7,Rural à habitat très dispersé,128,0.0,0.0,0.0,0.0,0.0,42.22,57.78,Rural
17157,Fenioux,7,Rural à habitat très dispersé,165,0.0,0.0,0.0,0.0,0.0,10.81,89.19,Rural
17158,Ferrières,5,Bourgs ruraux,1345,0.0,0.0,0.0,0.0,75.35,19.24,5.41,Rural
17159,Fléac-sur-Seugne,6,Rural à habitat dispersé,361,0.0,0.0,0.0,0.0,0.0,71.79,28.21,Rural
17160,Floirac,6,Rural à habitat dispersé,427,0.0,0.0,0.0,0.0,0.0,65.05,34.95,Rural
17161,La Flotte,3,Petites villes,3017,0.0,0.0,81.91,0.0,0.0,15.28,2.81,Mixte
17162,Fontaine-Chalendray,7,Rural à habitat très dispersé,210,0.0,0.0,0.0,0.0,0.0,45.03,54.97,Rural
17163,Fontaines-d'Ozillac,6,Rural à habitat dispersé,512,0.0,0.0,0.0,0.0,0.0,54.19,45.81,Rural
17164,Fontcouverte,6,Rural à habitat dispersé,2306,0.0,0.0,0.0,22.22,32.37,42.61,2.8,Rural
17165,Fontenet,6,Rural à habitat dispersé,392,0.0,0.0,0.0,0.0,0.0,81.51,18.49,Rural
17166,Forges,5,Bourgs ruraux,1328,0.0,0.0,0.0,0.0,80.43,8.41,11.15,Rural
17167,Le Fouilloux,6,Rural à habitat dispersé,765,0.0,0.0,0.0,0.0,0.0,54.24,45.76,Rural
17168,Fouras,5,Bourgs ruraux,4061,0.0,0.0,0.0,0.0,79.59,19.89,0.52,Rural
17171,Geay,6,Rural à habitat dispersé,778,0.0,0.0,0.0,0.0,0.0,64.28,35.72,Rural
17172,Gémozac,6,Rural à habitat dispersé,2989,0.0,0.0,0.0,0.0,26.75,63.1,10.16,Rural
17173,La Genétouze,7,Rural à habitat très dispersé,225,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Rural
17174,Genouillé,6,Rural à habitat dispersé,905,0.0,0.0,0.0,0.0,0.0,63.03,36.97,Rural
17175,Germignac,6,Rural à habitat dispersé,641,0.0,0.0,0.0,0.0,0.0,62.77,37.23,Rural
