INSEE_COM,annee,nb_creations
01423,2018,13.0
01424,2018,23.0
01425,2018,2.0
01426,2018,19.0
01427,2018,84.0
01428,2018,1.0
01429,2018,5.0
01430,2018,6.0
01431,2018,9.0
01432,2018,1.0
01433,2018,1.0
01434,2018,5.0
01435,2018,15.0
01436,2018,3.0
01437,2018,1.0
01439,2018,1.0
01441,2018,1.0
01443,2018,41.0
01444,2018,9.0
01445,2018,2.0
01446,2018,13.0
01447,2018,8.0
01448,2018,5.0
01449,2018,9.0
01450,2018,40.0
01451,2018,53.0
01452,2018,8.0
01453,2018,6.0
01454,2018,15.0
01456,2018,0.0
01457,2018,28.0
02001,2018,4.0
02002,2018,3.0
02003,2018,2.0
02004,2018,0.0
02005,2018,3.0
02006,2018,1.0
02007,2018,2.0
02008,2018,0.0
02009,2018,2.0
02010,2018,1.0
02011,2018,7.0
02012,2018,3.0
02013,2018,3.0
02014,2018,5.0
02015,2018,1.0
02016,2018,0.0
02017,2018,1.0
02018,2018,17.0
02019,2018,1.0
02020,2018,4.0
02021,2018,1.0
02022,2018,7.0
02023,2018,0.0
02024,2018,0.0
02025,2018,2.0
02027,2018,1.0
02028,2018,13.0
02029,2018,0.0
02030,2018,0.0
02031,2018,3.0
02032,2018,3.0
02033,2018,1.0
02034,2018,0.0
02035,2018,1.0
02036,2018,0.0
02037,2018,2.0
02038,2018,0.0
02039,2018,0.0
02040,2018,1.0
02041,2018,7.0
02042,2018,1.0
02043,2018,0.0
02044,2018,1.0
02046,2018,2.0
02047,2018,0.0
02048,2018,2.0
02049,2018,3.0
02050,2018,3.0
02051,2018,0.0
02052,2018,2.0
02053,2018,2.0
02054,2018,3.0
02055,2018,0.0
02056,2018,0.0
02057,2018,4.0
02058,2018,3.0
02059,2018,11.0
02060,2018,1.0
02061,2018,2.0
02062,2018,0.0
02063,2018,2.0
02064,2018,14.0
02065,2018,3.0
02066,2018,0.0
02067,2018,2.0
02068,2018,2.0
02069,2018,0.0
02070,2018,1.0
02071,2018,7.0
02072,2018,1.0
02073,2018,3.0
02074,2018,4.0
02075,2018,0.0
02076,2018,1.0
02078,2018,0.0
02079,2018,0.0
02080,2018,3.0
02081,2018,4.0
02082,2018,0.0
02083,2018,3.0
02084,2018,3.0
02085,2018,7.0
02086,2018,6.0
02087,2018,0.0
02088,2018,0.0
02089,2018,2.0
02090,2018,0.0
02091,2018,1.0
02093,2018,10.0
02094,2018,3.0
02095,2018,17.0
02096,2018,2.0
02097,2018,1.0
02098,2018,2.0
02099,2018,2.0
02100,2018,0.0
02101,2018,2.0
02102,2018,2.0
02103,2018,13.0
02104,2018,1.0
02105,2018,2.0
02106,2018,8.0
02107,2018,1.0
02108,2018,0.0
02109,2018,3.0
02110,2018,11.0
02111,2018,5.0
02112,2018,6.0
02114,2018,8.0
02115,2018,2.0
02116,2018,2.0
02117,2018,1.0
02118,2018,1.0
02119,2018,2.0
02120,2018,0.0
02121,2018,3.0
02122,2018,0.0
02123,2018,2.0
02124,2018,1.0
02125,2018,2.0
02126,2018,0.0
02127,2018,1.0
02128,2018,10.0
02129,2018,0.0
02130,2018,1.0
02131,2018,5.0
02132,2018,1.0
02133,2018,2.0
02134,2018,4.0
02135,2018,8.0
02136,2018,0.0
02137,2018,1.0
02138,2018,1.0
02139,2018,2.0
02140,2018,1.0
02141,2018,12.0
02142,2018,1.0
02143,2018,1.0
02144,2018,0.0
02145,2018,4.0
02146,2018,0.0
02148,2018,1.0
02149,2018,0.0
02150,2018,0.0
02151,2018,0.0
02152,2018,0.0
02153,2018,5.0
02154,2018,3.0
02155,2018,1.0
02156,2018,1.0
02157,2018,7.0
02158,2018,0.0
02159,2018,1.0
02160,2018,2.0
02162,2018,2.0
02163,2018,20.0
02164,2018,3.0
02165,2018,9.0
02166,2018,1.0
02167,2018,4.0
02168,2018,139.0
02169,2018,0.0
02170,2018,1.0
02171,2018,1.0
02172,2018,2.0
02173,2018,83.0
02174,2018,6.0
02175,2018,0.0
02176,2018,0.0
02177,2018,0.0
02178,2018,0.0
02179,2018,0.0
02180,2018,3.0
02181,2018,0.0
02182,2018,1.0
02183,2018,0.0
02184,2018,1.0
02185,2018,3.0
02186,2018,7.0
02187,2018,7.0
02188,2018,1.0
02189,2018,2.0
02190,2018,4.0
02191,2018,1.0
02192,2018,3.0
02193,2018,0.0
02194,2018,3.0
02195,2018,4.0
02196,2018,0.0
02197,2018,4.0
02198,2018,0.0
02199,2018,1.0
02200,2018,0.0
02201,2018,1.0
02203,2018,10.0
02204,2018,0.0
02205,2018,0.0
02206,2018,0.0
02207,2018,2.0
02208,2018,1.0
02209,2018,8.0
02210,2018,2.0
02211,2018,3.0
02212,2018,1.0
02213,2018,2.0
02214,2018,0.0
02215,2018,8.0
02216,2018,1.0
02217,2018,2.0
02218,2018,8.0
02219,2018,2.0
02220,2018,2.0
02221,2018,1.0
02222,2018,0.0
02223,2018,4.0
02224,2018,0.0
02225,2018,0.0
02226,2018,10.0
02227,2018,0.0
02228,2018,10.0
02229,2018,0.0
02230,2018,2.0
02231,2018,2.0
02232,2018,0.0
02233,2018,1.0
02234,2018,0.0
02235,2018,0.0
02236,2018,1.0
02237,2018,3.0
02238,2018,8.0
02239,2018,8.0
02240,2018,2.0
02241,2018,0.0
02242,2018,4.0
02243,2018,18.0
02244,2018,0.0
02245,2018,6.0
02246,2018,3.0
02248,2018,1.0
02249,2018,1.0
02250,2018,0.0
02251,2018,0.0
02252,2018,0.0
02253,2018,2.0
02254,2018,0.0
02255,2018,0.0
02256,2018,2.0
02257,2018,0.0
02258,2018,4.0
02259,2018,0.0
02260,2018,5.0
02261,2018,0.0
02262,2018,0.0
02263,2018,0.0
02264,2018,6.0
02265,2018,0.0
02266,2018,0.0
02267,2018,4.0
02268,2018,6.0
02269,2018,1.0
02270,2018,0.0
02271,2018,3.0
02272,2018,0.0
02273,2018,1.0
02274,2018,1.0
02275,2018,0.0
02276,2018,2.0
02277,2018,1.0
02278,2018,0.0
02279,2018,5.0
02280,2018,3.0
02281,2018,2.0
02282,2018,2.0
02283,2018,0.0
02284,2018,0.0
02286,2018,7.0
02287,2018,1.0
02288,2018,2.0
02289,2018,1.0
02290,2018,14.0
02291,2018,2.0
02292,2018,10.0
02293,2018,5.0
02294,2018,2.0
02295,2018,7.0
02296,2018,9.0
02297,2018,0.0
02298,2018,5.0
02299,2018,1.0
02302,2018,1.0
02303,2018,6.0
02304,2018,22.0
02305,2018,22.0
02306,2018,2.0
02307,2018,12.0
02308,2018,2.0
02309,2018,3.0
02310,2018,1.0
02311,2018,1.0
02312,2018,11.0
02313,2018,0.0
02315,2018,2.0
02316,2018,0.0
02317,2018,1.0
02318,2018,6.0
02319,2018,3.0
02320,2018,1.0
02321,2018,3.0
02322,2018,0.0
02323,2018,0.0
02324,2018,1.0
02326,2018,0.0
02327,2018,1.0
02328,2018,2.0
02329,2018,3.0
02330,2018,3.0
02331,2018,0.0
02332,2018,1.0
02333,2018,4.0
02334,2018,9.0
02335,2018,1.0
02336,2018,5.0
02337,2018,0.0
02338,2018,0.0
02339,2018,3.0
02340,2018,23.0
02341,2018,1.0
02342,2018,3.0
02343,2018,0.0
02345,2018,0.0
02346,2018,0.0
02347,2018,3.0
02349,2018,0.0
02350,2018,1.0
02351,2018,2.0
02352,2018,3.0
02353,2018,2.0
02354,2018,1.0
02355,2018,2.0
02356,2018,2.0
02357,2018,2.0
02358,2018,2.0
02359,2018,3.0
02360,2018,15.0
02361,2018,20.0
02362,2018,0.0
02363,2018,2.0
02364,2018,2.0
02366,2018,1.0
02367,2018,1.0
02368,2018,2.0
02369,2018,1.0
02370,2018,2.0
02371,2018,7.0
02372,2018,4.0
02373,2018,0.0
02374,2018,5.0
02375,2018,2.0
02376,2018,3.0
02377,2018,2.0
02378,2018,3.0
02379,2018,2.0
02380,2018,0.0
02381,2018,35.0
02382,2018,5.0
02383,2018,8.0
02384,2018,0.0
02385,2018,1.0
02386,2018,1.0
02387,2018,10.0
02388,2018,2.0
02389,2018,8.0
02390,2018,0.0
02391,2018,3.0
02392,2018,0.0
02393,2018,1.0
02395,2018,1.0
02396,2018,1.0
02397,2018,5.0
02398,2018,2.0
02399,2018,5.0
02400,2018,0.0
02401,2018,1.0
02402,2018,1.0
02403,2018,4.0
02404,2018,0.0
02405,2018,2.0
02406,2018,0.0
02407,2018,0.0
02408,2018,150.0
02409,2018,0.0
02410,2018,4.0
02411,2018,1.0
02412,2018,0.0
02413,2018,1.0
02414,2018,2.0
02415,2018,1.0
02416,2018,4.0
02417,2018,1.0
02418,2018,2.0
02419,2018,1.0
02420,2018,2.0
02421,2018,0.0
02422,2018,5.0
02423,2018,0.0
02424,2018,2.0
02425,2018,0.0
02426,2018,2.0
02427,2018,0.0
02428,2018,1.0
02429,2018,0.0
02430,2018,2.0
02431,2018,1.0
02432,2018,1.0
02433,2018,1.0
02435,2018,0.0
02438,2018,1.0
02439,2018,8.0
02440,2018,2.0
02441,2018,0.0
02442,2018,0.0
02443,2018,0.0
02444,2018,0.0
02445,2018,0.0
02446,2018,1.0
02447,2018,0.0
02448,2018,0.0
02449,2018,0.0
02450,2018,4.0
02451,2018,0.0
02452,2018,2.0
02453,2018,6.0
02454,2018,3.0
02455,2018,1.0
02456,2018,4.0
02457,2018,1.0
02458,2018,4.0
02459,2018,1.0
02460,2018,1.0
02461,2018,3.0
02462,2018,2.0
02463,2018,1.0
02464,2018,2.0
02465,2018,4.0
02466,2018,2.0
02467,2018,0.0
02468,2018,8.0
02469,2018,6.0
02470,2018,2.0
02471,2018,0.0
02472,2018,4.0
02473,2018,4.0
02474,2018,2.0
02476,2018,5.0
02477,2018,7.0
02478,2018,1.0
02480,2018,1.0
02481,2018,1.0
02482,2018,0.0
02483,2018,2.0
02484,2018,1.0
02485,2018,1.0
02486,2018,2.0
02487,2018,3.0
02488,2018,0.0
02489,2018,1.0
02490,2018,0.0
02491,2018,0.0
02492,2018,1.0
02493,2018,2.0
02494,2018,2.0
02495,2018,5.0
02496,2018,1.0
02497,2018,7.0
02498,2018,7.0
02499,2018,0.0
02500,2018,4.0
02501,2018,0.0
02502,2018,3.0
02503,2018,3.0
02504,2018,8.0
02505,2018,2.0
02506,2018,3.0
02507,2018,0.0
02508,2018,3.0
02509,2018,1.0
02510,2018,0.0
02511,2018,2.0
02512,2018,0.0
02513,2018,0.0
02514,2018,4.0
02515,2018,1.0
02516,2018,0.0
02517,2018,4.0
02518,2018,5.0
02519,2018,1.0
02520,2018,3.0
02521,2018,16.0
02522,2018,1.0
02523,2018,0.0
02524,2018,4.0
02525,2018,5.0
02526,2018,1.0
02527,2018,0.0
02528,2018,3.0
02529,2018,0.0
02530,2018,0.0
02531,2018,1.0
02532,2018,5.0
02533,2018,0.0
02534,2018,1.0
02535,2018,2.0
02536,2018,0.0
02537,2018,1.0
02538,2018,0.0
02539,2018,2.0
02540,2018,5.0
02541,2018,3.0
02542,2018,0.0
02543,2018,16.0
02544,2018,3.0
02545,2018,1.0
02546,2018,1.0
02547,2018,0.0
02548,2018,1.0
02549,2018,7.0
02550,2018,3.0
02551,2018,1.0
02552,2018,1.0
02553,2018,1.0
02554,2018,8.0
02555,2018,17.0
02556,2018,1.0
02557,2018,0.0
02558,2018,18.0
02559,2018,3.0
02560,2018,0.0
02561,2018,1.0
02562,2018,0.0
02563,2018,1.0
02564,2018,9.0
02565,2018,2.0
02566,2018,2.0
02567,2018,0.0
02568,2018,0.0
02569,2018,1.0
02570,2018,0.0
02571,2018,3.0
02572,2018,4.0
02573,2018,0.0
02574,2018,8.0
02575,2018,14.0
02576,2018,0.0
02577,2018,2.0
02578,2018,0.0
02579,2018,0.0
02580,2018,5.0
02581,2018,1.0
02582,2018,1.0
02583,2018,0.0
02584,2018,0.0
02585,2018,2.0
02586,2018,0.0
02587,2018,1.0
02588,2018,0.0
02589,2018,2.0
02590,2018,1.0
02591,2018,0.0
02592,2018,3.0
02593,2018,9.0
02594,2018,4.0
02595,2018,1.0
02596,2018,8.0
02598,2018,6.0
02599,2018,0.0
02600,2018,4.0
02601,2018,1.0
02602,2018,8.0
02604,2018,0.0
02605,2018,0.0
02606,2018,0.0
02607,2018,1.0
02608,2018,3.0
02609,2018,0.0
02610,2018,1.0
02612,2018,0.0
02613,2018,6.0
02614,2018,0.0
02615,2018,2.0
02616,2018,1.0
02617,2018,2.0
02618,2018,6.0
02619,2018,2.0
02620,2018,3.0
02621,2018,0.0
02622,2018,0.0
02623,2018,0.0
02624,2018,2.0
02625,2018,1.0
02626,2018,6.0
02627,2018,0.0
02628,2018,3.0
02629,2018,2.0
02631,2018,0.0
02632,2018,0.0
02633,2018,2.0
02634,2018,1.0
02635,2018,1.0
02636,2018,1.0
02637,2018,3.0
02638,2018,3.0
02639,2018,1.0
02640,2018,1.0
02641,2018,1.0
02642,2018,2.0
02643,2018,9.0
02644,2018,3.0
02645,2018,2.0
02647,2018,0.0
02648,2018,15.0
02649,2018,0.0
02650,2018,1.0
02651,2018,0.0
02652,2018,1.0
02653,2018,6.0
02654,2018,0.0
02655,2018,1.0
02656,2018,4.0
02657,2018,2.0
02658,2018,0.0
02659,2018,3.0
02660,2018,0.0
02661,2018,1.0
02662,2018,2.0
02663,2018,1.0
02664,2018,4.0
02665,2018,2.0
02666,2018,2.0
02667,2018,1.0
02668,2018,4.0
02670,2018,0.0
02671,2018,3.0
02672,2018,1.0
02673,2018,3.0
02674,2018,3.0
02675,2018,0.0
02676,2018,14.0
02677,2018,2.0
02678,2018,0.0
02679,2018,1.0
02680,2018,9.0
02681,2018,2.0
02682,2018,0.0
02683,2018,0.0
02684,2018,16.0
02685,2018,0.0
02686,2018,2.0
02687,2018,1.0
02688,2018,0.0
02689,2018,1.0
02690,2018,0.0
02691,2018,395.0
02693,2018,2.0
02694,2018,4.0
02696,2018,1.0
02697,2018,3.0
02698,2018,0.0
02699,2018,1.0
02701,2018,3.0
02702,2018,1.0
02703,2018,5.0
02704,2018,5.0
02705,2018,0.0
02706,2018,4.0
02707,2018,1.0
02708,2018,2.0
02709,2018,1.0
02710,2018,1.0
02711,2018,2.0
02712,2018,0.0
02713,2018,1.0
02714,2018,2.0
02715,2018,1.0
02716,2018,3.0
02717,2018,4.0
02718,2018,2.0
02719,2018,12.0
02720,2018,13.0
02721,2018,2.0
02722,2018,212.0
02723,2018,1.0
02724,2018,0.0
02725,2018,2.0
02726,2018,0.0
02727,2018,1.0
02728,2018,0.0
02729,2018,2.0
02730,2018,2.0
02731,2018,2.0
02732,2018,0.0
02734,2018,3.0
02735,2018,2.0
02736,2018,1.0
02737,2018,2.0
02738,2018,67.0
02739,2018,8.0
02740,2018,3.0
02741,2018,1.0
02742,2018,3.0
02743,2018,1.0
02744,2018,0.0
02745,2018,0.0
02746,2018,3.0
02747,2018,0.0
02748,2018,3.0
02749,2018,2.0
02750,2018,5.0
02751,2018,0.0
02752,2018,0.0
02753,2018,5.0
02754,2018,0.0
02755,2018,5.0
02756,2018,2.0
02757,2018,3.0
02758,2018,14.0
02759,2018,2.0
02760,2018,0.0
02761,2018,0.0
02762,2018,1.0
02763,2018,2.0
02764,2018,1.0
02765,2018,1.0
02766,2018,1.0
02767,2018,1.0
02768,2018,7.0
02769,2018,3.0
02770,2018,9.0
02772,2018,1.0
02773,2018,0.0
02774,2018,0.0
02775,2018,5.0
02776,2018,1.0
02777,2018,1.0
02778,2018,1.0
02779,2018,0.0
02780,2018,6.0
02781,2018,3.0
02782,2018,0.0
02783,2018,0.0
02784,2018,1.0
02785,2018,5.0
02786,2018,0.0
02787,2018,1.0
02788,2018,4.0
02789,2018,16.0
02790,2018,2.0
02791,2018,0.0
02792,2018,1.0
02793,2018,0.0
02794,2018,1.0
02795,2018,11.0
02796,2018,3.0
02797,2018,0.0
02798,2018,14.0
02799,2018,3.0
02800,2018,3.0
02801,2018,2.0
02802,2018,2.0
02803,2018,0.0
02804,2018,2.0
02805,2018,24.0
02806,2018,1.0
02807,2018,1.0
02808,2018,2.0
02809,2018,1.0
02810,2018,62.0
02812,2018,0.0
02813,2018,2.0
02814,2018,1.0
02815,2018,2.0
02816,2018,1.0
02817,2018,1.0
02818,2018,3.0
02819,2018,1.0
02820,2018,6.0
02821,2018,2.0
02822,2018,1.0
02823,2018,0.0
02824,2018,3.0
02826,2018,2.0
02827,2018,2.0
02828,2018,1.0
02829,2018,1.0
02830,2018,2.0
02831,2018,0.0
02832,2018,3.0
02833,2018,5.0
02834,2018,1.0
03001,2018,19.0
03002,2018,2.0
03003,2018,3.0
03004,2018,1.0
03005,2018,5.0
03006,2018,3.0
03007,2018,1.0
03008,2018,2.0
03009,2018,0.0
03010,2018,2.0
03011,2018,4.0
03012,2018,5.0
03013,2018,25.0
03014,2018,1.0
03015,2018,1.0
03016,2018,0.0
03017,2018,2.0
03018,2018,3.0
03019,2018,6.0
03020,2018,3.0
03021,2018,1.0
03022,2018,6.0
03023,2018,57.0
03024,2018,2.0
03025,2018,3.0
03026,2018,5.0
03027,2018,4.0
03028,2018,2.0
03029,2018,3.0
03030,2018,5.0
03031,2018,2.0
03032,2018,1.0
03033,2018,2.0
03034,2018,5.0
03035,2018,0.0
03036,2018,18.0
03037,2018,0.0
03038,2018,4.0
03039,2018,4.0
03040,2018,6.0
03041,2018,3.0
03042,2018,4.0
03043,2018,5.0
03044,2018,14.0
03045,2018,10.0
03046,2018,5.0
03047,2018,2.0
03048,2018,12.0
03049,2018,0.0
03050,2018,2.0
03051,2018,0.0
03052,2018,3.0
03053,2018,9.0
03054,2018,5.0
03055,2018,4.0
03056,2018,3.0
03057,2018,2.0
03058,2018,3.0
03059,2018,0.0
03060,2018,5.0
03061,2018,1.0
03062,2018,2.0
03063,2018,4.0
03064,2018,2.0
03065,2018,5.0
03066,2018,1.0
03067,2018,1.0
03068,2018,1.0
03069,2018,2.0
03070,2018,0.0
03071,2018,1.0
03072,2018,3.0
03073,2018,2.0
03074,2018,4.0
03075,2018,0.0
03076,2018,1.0
03077,2018,1.0
03078,2018,2.0
03079,2018,1.0
03080,2018,7.0
03081,2018,1.0
03082,2018,22.0
03083,2018,2.0
03084,2018,11.0
03085,2018,4.0
03086,2018,1.0
03087,2018,6.0
03088,2018,2.0
03089,2018,1.0
03090,2018,3.0
03091,2018,3.0
03092,2018,4.0
03093,2018,17.0
03094,2018,28.0
03095,2018,82.0
03096,2018,1.0
03097,2018,3.0
03098,2018,24.0
03099,2018,4.0
03100,2018,3.0
03101,2018,58.0
03102,2018,21.0
03103,2018,6.0
03104,2018,5.0
03105,2018,3.0
03106,2018,3.0
03107,2018,13.0
03108,2018,1.0
03109,2018,1.0
03110,2018,4.0
03111,2018,7.0
03112,2018,4.0
03113,2018,1.0
03114,2018,1.0
03115,2018,2.0
03116,2018,0.0
03117,2018,0.0
03118,2018,40.0
03119,2018,2.0
03120,2018,1.0
03121,2018,2.0
03122,2018,2.0
03124,2018,0.0
03125,2018,1.0
03126,2018,8.0
03127,2018,7.0
03128,2018,11.0
03129,2018,1.0
03130,2018,3.0
03131,2018,2.0
03132,2018,5.0
03133,2018,3.0
03134,2018,0.0
03135,2018,2.0
03136,2018,0.0
03137,2018,0.0
03138,2018,23.0
03139,2018,1.0
03140,2018,4.0
03141,2018,1.0
03142,2018,1.0
03143,2018,2.0
03144,2018,0.0
03145,2018,5.0
03146,2018,0.0
03147,2018,1.0
03148,2018,0.0
03149,2018,2.0
03150,2018,2.0
03151,2018,1.0
03152,2018,2.0
03154,2018,3.0
03155,2018,8.0
03156,2018,7.0
03157,2018,8.0
03158,2018,4.0
03159,2018,6.0
03160,2018,7.0
03161,2018,6.0
03162,2018,2.0
03163,2018,1.0
03164,2018,2.0
03165,2018,8.0
03166,2018,2.0
03167,2018,3.0
03168,2018,6.0
03169,2018,1.0
03170,2018,1.0
03171,2018,1.0
03172,2018,0.0
03173,2018,8.0
03174,2018,3.0
03175,2018,1.0
03176,2018,4.0
03177,2018,3.0
03178,2018,2.0
03179,2018,1.0
03180,2018,0.0
03181,2018,2.0
03182,2018,1.0
03183,2018,0.0
03184,2018,1.0
03185,2018,266.0
03186,2018,6.0
03187,2018,2.0
03188,2018,2.0
03189,2018,4.0
03190,2018,116.0
03191,2018,1.0
03192,2018,2.0
03193,2018,1.0
03194,2018,1.0
03195,2018,16.0
03196,2018,0.0
03197,2018,7.0
03198,2018,0.0
03200,2018,9.0
03201,2018,0.0
03202,2018,3.0
03203,2018,2.0
03204,2018,7.0
03205,2018,0.0
03206,2018,1.0
03207,2018,2.0
03208,2018,0.0
03209,2018,0.0
