INSEE_COM,annee,nb_creations
15173,2018,0.0
15174,2018,0.0
15175,2018,6.0
15176,2018,3.0
15178,2018,0.0
15179,2018,2.0
15180,2018,1.0
15181,2018,1.0
15182,2018,1.0
15183,2018,0.0
15184,2018,2.0
15185,2018,2.0
15186,2018,4.0
15187,2018,56.0
15188,2018,7.0
15189,2018,2.0
15190,2018,0.0
15191,2018,1.0
15192,2018,4.0
15194,2018,1.0
15196,2018,7.0
15198,2018,0.0
15199,2018,1.0
15200,2018,1.0
15201,2018,1.0
15202,2018,6.0
15203,2018,1.0
15204,2018,8.0
15205,2018,0.0
15206,2018,1.0
15207,2018,1.0
15208,2018,0.0
15209,2018,0.0
15211,2018,0.0
15212,2018,3.0
15213,2018,0.0
15214,2018,2.0
15215,2018,3.0
15216,2018,4.0
15217,2018,0.0
15218,2018,1.0
15219,2018,6.0
15220,2018,0.0
15221,2018,6.0
15222,2018,1.0
15223,2018,1.0
15224,2018,1.0
15225,2018,1.0
15226,2018,2.0
15228,2018,3.0
15229,2018,0.0
15230,2018,3.0
15231,2018,3.0
15232,2018,0.0
15233,2018,1.0
15234,2018,5.0
15235,2018,0.0
15236,2018,3.0
15237,2018,2.0
15238,2018,1.0
15240,2018,1.0
15241,2018,0.0
15242,2018,1.0
15243,2018,3.0
15244,2018,4.0
15245,2018,0.0
15246,2018,2.0
15247,2018,0.0
15248,2018,0.0
15249,2018,0.0
15250,2018,2.0
15251,2018,0.0
15252,2018,2.0
15253,2018,0.0
15254,2018,0.0
15255,2018,7.0
15256,2018,0.0
15257,2018,0.0
15258,2018,9.0
15259,2018,0.0
15260,2018,1.0
15261,2018,4.0
15262,2018,1.0
15263,2018,0.0
15264,2018,1.0
15265,2018,7.0
15266,2018,4.0
15267,2018,22.0
15268,2018,3.0
15269,2018,1.0
16001,2018,4.0
16002,2018,2.0
16003,2018,9.0
16005,2018,12.0
16007,2018,8.0
16008,2018,2.0
16009,2018,0.0
16011,2018,11.0
16012,2018,3.0
16013,2018,1.0
16014,2018,2.0
16015,2018,441.0
16016,2018,3.0
16018,2018,12.0
16019,2018,9.0
16020,2018,6.0
16023,2018,11.0
16024,2018,4.0
16025,2018,8.0
16026,2018,5.0
16027,2018,1.0
16028,2018,48.0
16029,2018,2.0
16030,2018,6.0
16031,2018,3.0
16032,2018,1.0
16034,2018,2.0
16035,2018,1.0
16036,2018,1.0
16037,2018,0.0
16038,2018,3.0
16039,2018,2.0
16040,2018,2.0
16041,2018,0.0
16042,2018,0.0
16044,2018,1.0
16045,2018,2.0
16046,2018,13.0
16047,2018,1.0
16048,2018,0.0
16049,2018,2.0
16050,2018,2.0
16052,2018,3.0
16053,2018,1.0
16054,2018,6.0
16055,2018,3.0
16056,2018,2.0
16057,2018,1.0
16058,2018,10.0
16059,2018,4.0
16060,2018,5.0
16061,2018,29.0
16062,2018,1.0
16063,2018,2.0
16064,2018,7.0
16065,2018,3.0
16066,2018,4.0
16067,2018,7.0
16068,2018,3.0
16069,2018,2.0
16070,2018,10.0
16071,2018,2.0
16072,2018,7.0
16073,2018,17.0
16074,2018,1.0
16075,2018,1.0
16076,2018,8.0
16077,2018,5.0
16078,2018,38.0
16079,2018,0.0
16081,2018,0.0
16082,2018,2.0
16083,2018,6.0
16084,2018,8.0
16085,2018,24.0
16086,2018,4.0
16087,2018,1.0
16088,2018,8.0
16089,2018,27.0
16090,2018,26.0
16091,2018,1.0
16093,2018,11.0
16095,2018,2.0
16096,2018,0.0
16097,2018,16.0
16098,2018,3.0
16099,2018,1.0
16100,2018,8.0
16101,2018,6.0
16102,2018,176.0
16103,2018,2.0
16104,2018,7.0
16105,2018,4.0
16106,2018,28.0
16107,2018,9.0
16108,2018,0.0
16109,2018,3.0
16110,2018,5.0
16111,2018,0.0
16112,2018,0.0
16113,2018,60.0
16114,2018,1.0
16116,2018,0.0
16117,2018,1.0
16118,2018,1.0
16119,2018,14.0
16120,2018,10.0
16121,2018,3.0
16122,2018,3.0
16123,2018,6.0
16124,2018,5.0
16125,2018,6.0
16127,2018,0.0
16128,2018,2.0
16130,2018,5.0
16131,2018,3.0
16132,2018,6.0
16133,2018,2.0
16134,2018,9.0
16135,2018,3.0
16136,2018,0.0
16137,2018,3.0
16138,2018,18.0
16139,2018,0.0
16141,2018,0.0
16142,2018,4.0
16143,2018,6.0
16144,2018,4.0
16145,2018,5.0
16146,2018,14.0
16147,2018,2.0
16148,2018,8.0
16150,2018,11.0
16151,2018,5.0
16152,2018,6.0
16153,2018,12.0
16154,2018,56.0
16155,2018,0.0
16157,2018,1.0
16158,2018,2.0
16160,2018,4.0
16161,2018,3.0
16162,2018,2.0
16163,2018,10.0
16164,2018,3.0
16165,2018,2.0
16166,2018,49.0
16167,2018,35.0
16168,2018,6.0
16169,2018,4.0
16170,2018,1.0
16171,2018,6.0
16173,2018,0.0
16174,2018,3.0
16175,2018,11.0
16176,2018,3.0
16177,2018,1.0
16178,2018,1.0
16180,2018,2.0
16181,2018,7.0
16182,2018,4.0
16183,2018,2.0
16184,2018,1.0
16185,2018,3.0
16186,2018,1.0
16187,2018,17.0
16188,2018,10.0
16189,2018,4.0
16190,2018,2.0
16191,2018,1.0
16192,2018,19.0
16193,2018,5.0
16194,2018,0.0
16195,2018,1.0
16196,2018,7.0
16197,2018,2.0
16198,2018,1.0
16199,2018,24.0
16200,2018,3.0
16203,2018,2.0
16204,2018,9.0
16205,2018,10.0
16206,2018,19.0
16207,2018,3.0
16208,2018,3.0
16209,2018,3.0
16210,2018,3.0
16211,2018,8.0
16212,2018,6.0
16213,2018,1.0
16215,2018,3.0
16216,2018,7.0
16217,2018,14.0
16218,2018,1.0
16220,2018,3.0
16221,2018,3.0
16222,2018,1.0
16223,2018,12.0
16224,2018,8.0
16225,2018,12.0
16226,2018,2.0
16227,2018,2.0
16229,2018,4.0
16230,2018,18.0
16231,2018,1.0
16232,2018,6.0
16233,2018,6.0
16234,2018,7.0
16236,2018,16.0
16237,2018,4.0
16238,2018,0.0
16239,2018,2.0
16240,2018,3.0
16241,2018,0.0
16242,2018,14.0
16243,2018,6.0
16244,2018,13.0
16245,2018,9.0
16246,2018,1.0
16248,2018,1.0
16249,2018,6.0
16250,2018,1.0
16251,2018,1.0
16252,2018,1.0
16253,2018,4.0
16254,2018,0.0
16255,2018,0.0
16256,2018,0.0
16258,2018,2.0
16260,2018,1.0
16261,2018,5.0
16263,2018,5.0
16264,2018,5.0
16267,2018,0.0
16268,2018,1.0
16269,2018,5.0
16270,2018,4.0
16271,2018,14.0
16272,2018,2.0
16273,2018,0.0
16275,2018,2.0
16276,2018,4.0
16277,2018,2.0
16279,2018,1.0
16280,2018,8.0
16281,2018,27.0
16282,2018,3.0
16283,2018,1.0
16284,2018,1.0
16285,2018,3.0
16286,2018,20.0
16287,2018,29.0
16289,2018,4.0
16290,2018,5.0
16291,2018,35.0
16292,2018,18.0
16293,2018,4.0
16295,2018,14.0
16297,2018,4.0
16298,2018,1.0
16300,2018,17.0
16301,2018,0.0
16302,2018,1.0
16303,2018,2.0
16304,2018,6.0
16306,2018,1.0
16307,2018,1.0
16308,2018,4.0
16310,2018,1.0
16312,2018,4.0
16315,2018,2.0
16316,2018,4.0
16317,2018,2.0
16318,2018,2.0
16320,2018,6.0
16321,2018,0.0
16323,2018,0.0
16325,2018,1.0
16326,2018,2.0
16329,2018,10.0
16330,2018,7.0
16331,2018,0.0
16334,2018,0.0
16335,2018,1.0
16336,2018,4.0
16337,2018,9.0
16338,2018,6.0
16339,2018,8.0
16340,2018,6.0
16341,2018,22.0
16342,2018,4.0
16343,2018,2.0
16345,2018,0.0
16346,2018,2.0
16347,2018,5.0
16348,2018,15.0
16349,2018,3.0
16350,2018,2.0
16352,2018,2.0
16353,2018,3.0
16354,2018,2.0
16356,2018,0.0
16357,2018,4.0
16358,2018,46.0
16359,2018,7.0
16360,2018,4.0
16361,2018,3.0
16362,2018,7.0
16363,2018,5.0
16364,2018,0.0
16365,2018,0.0
16366,2018,15.0
16368,2018,10.0
16369,2018,11.0
16370,2018,4.0
16372,2018,2.0
16373,2018,1.0
16374,2018,68.0
16375,2018,1.0
16377,2018,1.0
16378,2018,5.0
16379,2018,10.0
16380,2018,2.0
16381,2018,1.0
16382,2018,4.0
16383,2018,7.0
16384,2018,2.0
16385,2018,3.0
16387,2018,3.0
16388,2018,6.0
16389,2018,0.0
16390,2018,2.0
16392,2018,2.0
16393,2018,13.0
16394,2018,0.0
16395,2018,3.0
16396,2018,2.0
16397,2018,3.0
16398,2018,4.0
16399,2018,3.0
16400,2018,11.0
16401,2018,2.0
16402,2018,3.0
16403,2018,2.0
16404,2018,0.0
16405,2018,0.0
16406,2018,2.0
16408,2018,5.0
16409,2018,10.0
16412,2018,2.0
16413,2018,5.0
16414,2018,5.0
16415,2018,4.0
16416,2018,6.0
16418,2018,2.0
16419,2018,2.0
16420,2018,1.0
16421,2018,1.0
16422,2018,7.0
16423,2018,3.0
16424,2018,3.0
16425,2018,6.0
17002,2018,2.0
17003,2018,28.0
17004,2018,3.0
17005,2018,1.0
17006,2018,5.0
17007,2018,5.0
17008,2018,23.0
17009,2018,11.0
17010,2018,62.0
17011,2018,5.0
17012,2018,0.0
17013,2018,6.0
17015,2018,10.0
17016,2018,6.0
17017,2018,8.0
17018,2018,8.0
17019,2018,32.0
17020,2018,1.0
17021,2018,42.0
17022,2018,14.0
17023,2018,3.0
17024,2018,7.0
17025,2018,6.0
17026,2018,2.0
17027,2018,0.0
17028,2018,144.0
17029,2018,2.0
17030,2018,3.0
17031,2018,2.0
17032,2018,4.0
17033,2018,3.0
17034,2018,4.0
17035,2018,0.0
17036,2018,9.0
17037,2018,4.0
17038,2018,2.0
17039,2018,0.0
17041,2018,19.0
17042,2018,2.0
17043,2018,11.0
17044,2018,11.0
17045,2018,6.0
17046,2018,1.0
17047,2018,0.0
17048,2018,3.0
17049,2018,0.0
17050,2018,6.0
17051,2018,24.0
17052,2018,2.0
17053,2018,6.0
17054,2018,0.0
17055,2018,1.0
17056,2018,2.0
17057,2018,5.0
17058,2018,27.0
17059,2018,13.0
17060,2018,0.0
17061,2018,1.0
17062,2018,2.0
17063,2018,5.0
17064,2018,36.0
17065,2018,16.0
17066,2018,0.0
17067,2018,3.0
17068,2018,2.0
17069,2018,3.0
17070,2018,5.0
17071,2018,5.0
17072,2018,3.0
17073,2018,12.0
17074,2018,4.0
17075,2018,7.0
17076,2018,2.0
17077,2018,11.0
17078,2018,3.0
17079,2018,16.0
17080,2018,15.0
17081,2018,4.0
17082,2018,2.0
17083,2018,9.0
17084,2018,6.0
17085,2018,9.0
17086,2018,25.0
17087,2018,0.0
17089,2018,8.0
17091,2018,12.0
17092,2018,0.0
17093,2018,40.0
17094,2018,61.0
17095,2018,2.0
17096,2018,1.0
17097,2018,10.0
17098,2018,4.0
17099,2018,6.0
17100,2018,6.0
17101,2018,3.0
17102,2018,12.0
17104,2018,5.0
17105,2018,1.0
17106,2018,0.0
17107,2018,19.0
17108,2018,1.0
17109,2018,14.0
17110,2018,16.0
17111,2018,7.0
17112,2018,5.0
17113,2018,6.0
17114,2018,2.0
17115,2018,1.0
17116,2018,5.0
17117,2018,2.0
17118,2018,4.0
17119,2018,12.0
17120,2018,19.0
17121,2018,31.0
17122,2018,1.0
17124,2018,6.0
17125,2018,5.0
17126,2018,2.0
17127,2018,21.0
17128,2018,7.0
17129,2018,4.0
17130,2018,5.0
17131,2018,20.0
17132,2018,10.0
17133,2018,5.0
17134,2018,2.0
17135,2018,1.0
17136,2018,22.0
17137,2018,1.0
17138,2018,2.0
17139,2018,5.0
17140,2018,29.0
17141,2018,1.0
17142,2018,55.0
17143,2018,4.0
17145,2018,7.0
17146,2018,33.0
17147,2018,11.0
17148,2018,1.0
17149,2018,0.0
17150,2018,2.0
17151,2018,7.0
17152,2018,8.0
17153,2018,15.0
17154,2018,6.0
17155,2018,21.0
17156,2018,0.0
17157,2018,0.0
17158,2018,11.0
17159,2018,2.0
17160,2018,4.0
17161,2018,50.0
17162,2018,1.0
17163,2018,3.0
17164,2018,19.0
17165,2018,5.0
17166,2018,10.0
17167,2018,8.0
17168,2018,39.0
17171,2018,11.0
17172,2018,24.0
17173,2018,2.0
17174,2018,11.0
17175,2018,5.0
17176,2018,5.0
17177,2018,1.0
17178,2018,1.0
17179,2018,15.0
17180,2018,1.0
17181,2018,3.0
17182,2018,8.0
17183,2018,5.0
17184,2018,2.0
17185,2018,12.0
17186,2018,16.0
17187,2018,5.0
17188,2018,0.0
17190,2018,17.0
17191,2018,7.0
17192,2018,5.0
17193,2018,23.0
17194,2018,30.0
17195,2018,2.0
17196,2018,1.0
17197,2018,39.0
17198,2018,4.0
17199,2018,0.0
17200,2018,96.0
17201,2018,4.0
17202,2018,5.0
17203,2018,6.0
17204,2018,2.0
17205,2018,2.0
17206,2018,4.0
17207,2018,15.0
17208,2018,11.0
17209,2018,0.0
17210,2018,5.0
17211,2018,3.0
17212,2018,0.0
17213,2018,1.0
17214,2018,5.0
17215,2018,1.0
17216,2018,16.0
17217,2018,3.0
17218,2018,33.0
17219,2018,53.0
17220,2018,1.0
17221,2018,7.0
17222,2018,40.0
17223,2018,1.0
17224,2018,16.0
17225,2018,41.0
17226,2018,6.0
17227,2018,1.0
17228,2018,35.0
17229,2018,1.0
17230,2018,37.0
17231,2018,1.0
17232,2018,9.0
17233,2018,3.0
17234,2018,0.0
17235,2018,6.0
17236,2018,11.0
17237,2018,1.0
17239,2018,6.0
17240,2018,26.0
17241,2018,14.0
17242,2018,9.0
17243,2018,13.0
17244,2018,6.0
17245,2018,9.0
17246,2018,2.0
17247,2018,12.0
17248,2018,12.0
17249,2018,3.0
17250,2018,3.0
17252,2018,3.0
17253,2018,11.0
17254,2018,1.0
17255,2018,10.0
17256,2018,3.0
17257,2018,5.0
17258,2018,4.0
17259,2018,1.0
17260,2018,2.0
17261,2018,3.0
17262,2018,13.0
17263,2018,2.0
17264,2018,56.0
17265,2018,10.0
17266,2018,8.0
17267,2018,10.0
17268,2018,0.0
17269,2018,6.0
17270,2018,4.0
17271,2018,5.0
17273,2018,5.0
17274,2018,112.0
17275,2018,9.0
17276,2018,2.0
17277,2018,5.0
17278,2018,3.0
17279,2018,5.0
17280,2018,4.0
17281,2018,2.0
17282,2018,3.0
17283,2018,25.0
17284,2018,17.0
17285,2018,10.0
17286,2018,14.0
17287,2018,3.0
17288,2018,0.0
17289,2018,2.0
17290,2018,0.0
17291,2018,73.0
17292,2018,6.0
17293,2018,4.0
17294,2018,0.0
17295,2018,5.0
17296,2018,16.0
17297,2018,39.0
17298,2018,7.0
17299,2018,242.0
17300,2018,1208.0
17301,2018,0.0
17302,2018,7.0
17303,2018,12.0
17304,2018,2.0
17305,2018,5.0
17306,2018,220.0
17307,2018,13.0
17308,2018,24.0
17309,2018,18.0
17310,2018,7.0
17311,2018,23.0
17312,2018,6.0
17313,2018,4.0
17314,2018,5.0
17315,2018,23.0
17316,2018,4.0
17317,2018,5.0
17318,2018,14.0
17319,2018,0.0
17320,2018,6.0
17321,2018,0.0
17322,2018,8.0
17323,2018,14.0
17324,2018,1.0
17325,2018,1.0
17326,2018,3.0
17327,2018,3.0
17328,2018,3.0
17329,2018,2.0
17330,2018,9.0
17331,2018,10.0
17332,2018,3.0
17333,2018,81.0
17334,2018,2.0
17335,2018,1.0
17336,2018,21.0
17337,2018,34.0
17338,2018,12.0
17339,2018,9.0
17340,2018,13.0
17341,2018,2.0
17342,2018,3.0
17343,2018,0.0
17344,2018,8.0
17345,2018,4.0
17346,2018,12.0
17347,2018,69.0
17348,2018,7.0
17349,2018,35.0
17350,2018,4.0
17351,2018,20.0
17353,2018,23.0
17354,2018,4.0
17355,2018,5.0
17356,2018,3.0
17357,2018,4.0
17358,2018,0.0
17359,2018,13.0
17360,2018,61.0
17361,2018,1.0
17362,2018,1.0
17363,2018,3.0
17364,2018,3.0
17365,2018,5.0
17366,2018,2.0
17367,2018,1.0
17369,2018,31.0
17372,2018,1.0
17373,2018,29.0
17374,2018,2.0
17375,2018,11.0
17376,2018,12.0
17377,2018,2.0
17378,2018,3.0
17379,2018,0.0
17380,2018,30.0
17381,2018,0.0
17382,2018,4.0
17383,2018,2.0
17384,2018,3.0
17385,2018,73.0
17386,2018,2.0
17387,2018,13.0
17388,2018,1.0
17389,2018,1.0
17390,2018,1.0
17391,2018,15.0
17393,2018,19.0
17394,2018,9.0
17395,2018,2.0
17396,2018,26.0
17397,2018,23.0
17398,2018,2.0
17400,2018,3.0
17401,2018,0.0
17402,2018,0.0
17403,2018,2.0
17404,2018,6.0
17405,2018,0.0
17406,2018,4.0
17407,2018,60.0
17408,2018,8.0
17409,2018,50.0
17410,2018,7.0
17411,2018,15.0
17412,2018,6.0
17413,2018,22.0
17414,2018,45.0
17415,2018,276.0
17416,2018,0.0
17417,2018,1.0
17418,2018,6.0
17420,2018,25.0
17421,2018,64.0
17422,2018,1.0
17423,2018,2.0
17424,2018,4.0
17425,2018,25.0
17426,2018,3.0
17427,2018,2.0
17428,2018,6.0
17429,2018,18.0
17430,2018,4.0
17431,2018,9.0
17432,2018,4.0
17433,2018,0.0
17434,2018,71.0
17435,2018,2.0
17436,2018,4.0
17437,2018,3.0
17438,2018,2.0
17439,2018,2.0
17440,2018,4.0
17441,2018,3.0
17442,2018,2.0
17443,2018,14.0
17444,2018,14.0
17445,2018,4.0
17446,2018,2.0
17447,2018,28.0
17448,2018,11.0
17449,2018,71.0
17450,2018,0.0
17451,2018,4.0
17452,2018,65.0
17453,2018,11.0
17454,2018,2.0
17455,2018,4.0
17457,2018,6.0
17458,2018,1.0
17459,2018,5.0
17460,2018,8.0
17461,2018,61.0
17462,2018,9.0
17463,2018,11.0
17464,2018,0.0
17465,2018,6.0
17466,2018,26.0
17467,2018,3.0
17468,2018,0.0
17469,2018,5.0
17470,2018,0.0
17471,2018,1.0
17472,2018,17.0
17473,2018,3.0
17474,2018,9.0
17476,2018,8.0
17477,2018,2.0
17478,2018,1.0
17479,2018,2.0
17480,2018,12.0
17481,2018,1.0
17482,2018,2.0
17483,2018,22.0
17484,2018,16.0
17485,2018,9.0
17486,2018,10.0
18001,2018,3.0
18002,2018,2.0
18003,2018,9.0
18004,2018,4.0
18005,2018,7.0
18006,2018,0.0
18007,2018,1.0
18008,2018,5.0
18009,2018,2.0
18010,2018,2.0
18011,2018,6.0
18012,2018,3.0
18013,2018,1.0
18014,2018,1.0
18015,2018,31.0
18016,2018,1.0
18017,2018,1.0
18018,2018,9.0
18019,2018,2.0
18020,2018,6.0
18021,2018,0.0
18022,2018,0.0
18023,2018,13.0
18024,2018,1.0
18025,2018,3.0
18026,2018,6.0
18027,2018,0.0
18028,2018,10.0
18029,2018,3.0
18030,2018,5.0
18031,2018,5.0
18032,2018,10.0
18033,2018,403.0
18034,2018,2.0
18035,2018,6.0
18036,2018,2.0
18037,2018,7.0
18038,2018,3.0
18039,2018,4.0
18040,2018,3.0
18041,2018,0.0
18042,2018,4.0
18043,2018,0.0
18044,2018,1.0
18045,2018,1.0
18046,2018,1.0
18047,2018,7.0
18048,2018,5.0
18049,2018,5.0
18050,2018,13.0
18051,2018,1.0
18052,2018,4.0
18053,2018,1.0
18054,2018,2.0
18055,2018,6.0
18056,2018,1.0
18057,2018,7.0
18058,2018,15.0
18059,2018,6.0
18060,2018,0.0
18061,2018,0.0
18062,2018,5.0
18063,2018,2.0
18064,2018,1.0
18065,2018,7.0
18066,2018,10.0
18067,2018,3.0
18068,2018,0.0
18069,2018,2.0
18070,2018,0.0
18071,2018,0.0
18072,2018,3.0
18073,2018,3.0
18074,2018,0.0
18075,2018,6.0
18076,2018,1.0
18077,2018,6.0
18078,2018,0.0
18079,2018,3.0
18080,2018,0.0
18081,2018,2.0
18082,2018,4.0
18083,2018,4.0
18084,2018,1.0
18085,2018,2.0
18086,2018,3.0
18087,2018,23.0
18088,2018,2.0
18089,2018,2.0
18090,2018,1.0
18091,2018,2.0
18092,2018,2.0
18093,2018,0.0
18094,2018,4.0
18095,2018,0.0
18096,2018,13.0
18097,2018,6.0
18098,2018,0.0
18099,2018,3.0
18100,2018,3.0
18101,2018,1.0
18102,2018,0.0
18103,2018,13.0
18104,2018,0.0
18105,2018,4.0
18106,2018,2.0
18107,2018,2.0
18108,2018,17.0
18109,2018,14.0
18110,2018,5.0
18111,2018,3.0
18112,2018,1.0
18113,2018,0.0
18114,2018,1.0
18115,2018,1.0
18116,2018,0.0
18117,2018,1.0
18118,2018,8.0
18119,2018,0.0
18120,2018,4.0
18121,2018,3.0
18122,2018,3.0
18124,2018,3.0
18125,2018,7.0
18126,2018,11.0
18127,2018,12.0
18128,2018,0.0
18129,2018,2.0
18130,2018,0.0
18132,2018,4.0
18133,2018,7.0
18134,2018,2.0
18135,2018,3.0
18136,2018,1.0
18137,2018,3.0
18138,2018,14.0
18139,2018,3.0
18140,2018,9.0
18141,2018,39.0
18142,2018,8.0
18143,2018,4.0
18144,2018,1.0
18145,2018,12.0
18146,2018,4.0
18147,2018,2.0
18148,2018,25.0
18149,2018,1.0
18150,2018,1.0
18151,2018,1.0
18152,2018,2.0
18153,2018,2.0
18154,2018,0.0
18155,2018,3.0
18156,2018,2.0
18157,2018,5.0
18158,2018,4.0
18159,2018,5.0
18160,2018,7.0
18161,2018,1.0
18162,2018,2.0
18163,2018,1.0
18164,2018,0.0
18165,2018,4.0
18166,2018,2.0
18167,2018,2.0
18168,2018,1.0
18169,2018,2.0
18170,2018,4.0
18171,2018,3.0
18172,2018,9.0
18173,2018,1.0
18174,2018,2.0
18175,2018,4.0
18176,2018,1.0
18177,2018,0.0
18178,2018,2.0
18179,2018,4.0
18180,2018,9.0
18181,2018,5.0
18182,2018,1.0
18183,2018,0.0
18184,2018,2.0
18185,2018,5.0
18186,2018,0.0
18187,2018,2.0
18188,2018,3.0
18189,2018,3.0
18190,2018,5.0
18191,2018,2.0
18192,2018,1.0
18193,2018,0.0
18194,2018,3.0
18195,2018,1.0
18196,2018,0.0
18197,2018,61.0
18198,2018,3.0
18199,2018,2.0
18200,2018,0.0
18201,2018,4.0
18202,2018,0.0
18203,2018,0.0
18204,2018,3.0
18205,2018,73.0
18206,2018,8.0
18207,2018,37.0
18208,2018,4.0
18209,2018,7.0
18210,2018,4.0
18211,2018,7.0
18212,2018,3.0
18213,2018,23.0
18214,2018,1.0
18215,2018,1.0
18216,2018,6.0
18217,2018,1.0
18218,2018,3.0
18219,2018,4.0
18220,2018,2.0
18221,2018,2.0
18223,2018,14.0
18224,2018,3.0
18225,2018,4.0
18226,2018,1.0
18227,2018,2.0
18228,2018,0.0
18229,2018,4.0
18230,2018,1.0
18231,2018,0.0
18232,2018,0.0
18233,2018,12.0
18234,2018,2.0
18235,2018,6.0
18236,2018,1.0
18237,2018,0.0
18238,2018,1.0
18240,2018,2.0
18241,2018,15.0
18242,2018,15.0
18243,2018,3.0
18244,2018,0.0
18245,2018,0.0
18246,2018,9.0
18247,2018,3.0
18248,2018,3.0
18249,2018,3.0
18250,2018,0.0
18251,2018,0.0
18252,2018,2.0
18253,2018,1.0
18254,2018,1.0
18255,2018,4.0
18256,2018,2.0
18257,2018,4.0
18258,2018,5.0
18259,2018,1.0
18260,2018,1.0
18261,2018,2.0
18262,2018,1.0
18263,2018,3.0
18264,2018,0.0
18265,2018,4.0
18266,2018,1.0
18267,2018,15.0
18268,2018,0.0
18269,2018,4.0
18270,2018,4.0
18271,2018,11.0
18272,2018,6.0
18273,2018,4.0
18274,2018,0.0
18275,2018,0.0
18276,2018,1.0
18277,2018,0.0
18278,2018,1.0
18279,2018,160.0
18280,2018,2.0
18281,2018,16.0
18282,2018,2.0
18283,2018,0.0
18284,2018,1.0
18285,2018,1.0
18286,2018,5.0
18287,2018,2.0
18288,2018,2.0
18289,2018,7.0
18290,2018,4.0
19001,2018,2.0
19002,2018,1.0
19003,2018,2.0
19004,2018,6.0
19005,2018,37.0
19006,2018,2.0
19007,2018,4.0
19008,2018,1.0
19009,2018,0.0
19010,2018,24.0
19011,2018,14.0
19012,2018,0.0
19013,2018,7.0
19014,2018,0.0
19015,2018,5.0
19016,2018,2.0
19017,2018,0.0
19018,2018,0.0
19019,2018,11.0
19020,2018,1.0
19021,2018,0.0
19022,2018,1.0
19023,2018,15.0
19024,2018,2.0
19025,2018,2.0
19026,2018,2.0
19027,2018,1.0
19028,2018,12.0
19029,2018,1.0
19030,2018,9.0
19031,2018,433.0
19033,2018,7.0
19034,2018,2.0
19035,2018,5.0
19036,2018,12.0
19037,2018,5.0
19038,2018,5.0
19039,2018,1.0
19040,2018,1.0
19041,2018,1.0
19042,2018,6.0
19043,2018,3.0
19044,2018,4.0
19045,2018,3.0
19046,2018,2.0
19047,2018,3.0
19048,2018,4.0
19049,2018,6.0
19050,2018,5.0
19051,2018,2.0
19052,2018,0.0
19053,2018,0.0
19054,2018,1.0
19055,2018,6.0
19056,2018,8.0
19057,2018,6.0
19058,2018,4.0
19059,2018,2.0
19060,2018,6.0
19061,2018,11.0
19062,2018,10.0
19063,2018,18.0
19064,2018,1.0
19065,2018,0.0
19066,2018,12.0
19067,2018,1.0
19068,2018,10.0
19069,2018,1.0
19070,2018,2.0
19071,2018,3.0
19072,2018,19.0
19073,2018,18.0
19074,2018,0.0
19075,2018,2.0
19076,2018,2.0
19077,2018,1.0
19078,2018,2.0
19079,2018,3.0
19080,2018,0.0
19081,2018,4.0
19082,2018,11.0
19083,2018,1.0
19084,2018,0.0
19085,2018,7.0
19086,2018,6.0
19087,2018,3.0
19088,2018,1.0
19089,2018,0.0
19090,2018,0.0
19091,2018,1.0
19093,2018,3.0
19094,2018,3.0
19095,2018,0.0
19096,2018,5.0
19097,2018,3.0
19098,2018,4.0
19099,2018,0.0
19100,2018,3.0
19101,2018,9.0
19102,2018,2.0
19103,2018,0.0
19104,2018,0.0
19105,2018,4.0
19106,2018,1.0
19107,2018,15.0
19108,2018,1.0
19109,2018,2.0
19110,2018,2.0
19111,2018,0.0
19112,2018,1.0
19113,2018,2.0
19114,2018,1.0
19115,2018,2.0
19116,2018,5.0
19117,2018,10.0
19118,2018,3.0
19119,2018,1.0
19120,2018,3.0
19121,2018,21.0
19122,2018,0.0
19123,2018,80.0
19124,2018,8.0
19125,2018,4.0
19126,2018,0.0
19128,2018,1.0
19129,2018,5.0
19130,2018,6.0
19131,2018,5.0
19132,2018,1.0
19133,2018,0.0
19134,2018,2.0
19135,2018,2.0
19136,2018,15.0
19137,2018,0.0
19138,2018,10.0
19139,2018,1.0
19140,2018,2.0
19141,2018,1.0
19142,2018,0.0
19143,2018,6.0
19144,2018,3.0
19145,2018,0.0
19146,2018,12.0
19147,2018,4.0
19148,2018,6.0
19149,2018,0.0
19150,2018,4.0
19151,2018,13.0
19152,2018,8.0
19153,2018,38.0
19154,2018,3.0
19155,2018,0.0
19156,2018,4.0
19157,2018,2.0
19158,2018,3.0
19159,2018,0.0
19160,2018,0.0
19161,2018,3.0
19162,2018,3.0
19163,2018,4.0
19164,2018,5.0
19165,2018,1.0
19166,2018,1.0
19167,2018,1.0
19168,2018,0.0
19169,2018,3.0
19170,2018,1.0
19171,2018,1.0
19172,2018,0.0
19173,2018,3.0
19174,2018,1.0
19175,2018,0.0
19176,2018,9.0
19177,2018,0.0
19178,2018,9.0
19179,2018,3.0
19180,2018,4.0
19181,2018,3.0
19182,2018,5.0
19184,2018,1.0
19186,2018,4.0
19187,2018,4.0
19188,2018,2.0
19189,2018,2.0
19190,2018,3.0
19191,2018,8.0
19192,2018,2.0
19193,2018,0.0
19194,2018,7.0
19195,2018,1.0
19196,2018,2.0
19198,2018,2.0
19199,2018,1.0
19200,2018,2.0
19201,2018,1.0
19202,2018,15.0
19203,2018,11.0
