INSEE_COM,Fibre_it,annee
69389,1,2018
75119,1,2018
13211,0,2018
75115,1,2018
75109,1,2018
13215,0,2018
75101,1,2018
13204,0,2018
13206,0,2018
69381,1,2018
13205,0,2018
13213,0,2018
69386,1,2018
75114,1,2018
13216,0,2018
69383,1,2018
69382,1,2018
69387,1,2018
13214,0,2018
75111,1,2018
75117,1,2018
13210,1,2018
75120,1,2018
75104,1,2018
13207,0,2018
75102,1,2018
75106,1,2018
13202,0,2018
75105,1,2018
75116,1,2018
75112,1,2018
13208,1,2018
13212,0,2018
69388,1,2018
13201,0,2018
75107,1,2018
75108,1,2018
75110,1,2018
13203,0,2018
69385,1,2018
69384,1,2018
13209,0,2018
75103,1,2018
75113,1,2018
75118,1,2018
50353,0,2018
29083,0,2018
65348,0,2018
74133,0,2018
61096,0,2018
67139,1,2018
30100,0,2018
53080,0,2018
84051,0,2018
21201,0,2018
59422,0,2018
10241,0,2018
03296,0,2018
51249,0,2018
66159,0,2018
59066,0,2018
38217,0,2018
77057,0,2018
58038,0,2018
33142,0,2018
67069,1,2018
72077,0,2018
29172,0,2018
17126,0,2018
33297,0,2018
39329,0,2018
62730,0,2018
59179,1,2018
32166,0,2018
89263,0,2018
88424,0,2018
54028,0,2018
71553,0,2018
57469,1,2018
47319,0,2018
27311,0,2018
59038,0,2018
57474,0,2018
62447,0,2018
25175,0,2018
60111,1,2018
60591,0,2018
59114,0,2018
07201,0,2018
65026,0,2018
92040,1,2018
24297,0,2018
62125,0,2018
68249,0,2018
70020,0,2018
25524,0,2018
60588,1,2018
11427,0,2018
79013,0,2018
26249,0,2018
01262,0,2018
89318,0,2018
50066,0,2018
69042,0,2018
59344,0,2018
71499,0,2018
34072,0,2018
39093,0,2018
68224,0,2018
31074,0,2018
63348,0,2018
35234,0,2018
02042,1,2018
09067,0,2018
2A011,0,2018
62070,0,2018
70154,0,2018
02647,0,2018
15235,1,2018
19046,0,2018
04171,0,2018
54114,0,2018
41205,0,2018
39569,0,2018
28251,0,2018
62613,0,2018
58075,0,2018
33219,0,2018
32294,0,2018
33093,0,2018
76360,0,2018
40192,0,2018
54227,0,2018
51378,0,2018
06120,0,2018
29162,0,2018
55531,0,2018
42301,1,2018
58169,0,2018
65216,0,2018
16042,0,2018
01073,0,2018
42126,0,2018
53103,0,2018
72004,1,2018
88275,0,2018
72327,0,2018
14605,0,2018
26222,0,2018
33382,0,2018
11404,0,2018
31382,0,2018
27364,0,2018
68072,0,2018
57531,0,2018
68138,0,2018
24434,0,2018
52371,0,2018
70430,0,2018
26009,0,2018
91235,1,2018
02375,0,2018
66221,0,2018
27500,0,2018
74158,0,2018
69026,0,2018
41206,0,2018
30255,0,2018
60226,1,2018
61066,0,2018
61142,0,2018
33074,0,2018
63431,0,2018
57119,0,2018
51153,0,2018
67221,1,2018
17021,0,2018
24205,0,2018
70577,0,2018
10093,0,2018
70128,0,2018
57349,0,2018
02342,0,2018
76481,0,2018
73008,0,2018
10128,0,2018
26184,0,2018
49362,0,2018
40068,0,2018
14005,0,2018
60132,1,2018
57136,0,2018
67182,0,2018
2B184,0,2018
17416,0,2018
43077,0,2018
59612,1,2018
91667,0,2018
77336,1,2018
18038,0,2018
02655,0,2018
12162,0,2018
81233,0,2018
64009,0,2018
71344,0,2018
45206,0,2018
48132,0,2018
89212,0,2018
33072,0,2018
23052,0,2018
80288,0,2018
16233,0,2018
55068,0,2018
58101,0,2018
38473,0,2018
19092,0,2018
06104,0,2018
42267,1,2018
33064,0,2018
02588,0,2018
33352,0,2018
36218,0,2018
42329,0,2018
19268,0,2018
28169,0,2018
57490,0,2018
31403,0,2018
57089,1,2018
74265,0,2018
33025,0,2018
61013,0,2018
61046,0,2018
63265,0,2018
57284,0,2018
24433,0,2018
30329,0,2018
21666,0,2018
38116,0,2018
42312,1,2018
16347,0,2018
51354,0,2018
10236,0,2018
57007,1,2018
23011,0,2018
24330,0,2018
48117,0,2018
80621,0,2018
85146,0,2018
40238,0,2018
23067,0,2018
73257,0,2018
83007,0,2018
87135,0,2018
63016,0,2018
67102,1,2018
45315,0,2018
79022,0,2018
57438,1,2018
21559,0,2018
43267,0,2018
21066,0,2018
08412,0,2018
40108,0,2018
39075,0,2018
60051,1,2018
33230,0,2018
45299,0,2018
54252,0,2018
44006,0,2018
55175,0,2018
76381,0,2018
62184,0,2018
64031,0,2018
09320,0,2018
31527,0,2018
17441,0,2018
88201,0,2018
48128,0,2018
22324,0,2018
03249,0,2018
77340,0,2018
63354,0,2018
02726,0,2018
47018,0,2018
21547,0,2018
60017,1,2018
67434,1,2018
62870,0,2018
53177,0,2018
91434,0,2018
78165,0,2018
43240,0,2018
23146,0,2018
57372,0,2018
31477,0,2018
40074,0,2018
45031,0,2018
54432,0,2018
43223,0,2018
71192,0,2018
31538,0,2018
46180,0,2018
64148,0,2018
60032,0,2018
65269,0,2018
87044,0,2018
52129,0,2018
43180,0,2018
68107,0,2018
05167,0,2018
21430,0,2018
42188,0,2018
55544,0,2018
31401,0,2018
21470,0,2018
80405,0,2018
02504,1,2018
43230,0,2018
32016,0,2018
17166,0,2018
03227,0,2018
67113,1,2018
87023,0,2018
14732,0,2018
74096,0,2018
51577,0,2018
22307,0,2018
71341,0,2018
29234,0,2018
27237,0,2018
84134,0,2018
39055,0,2018
31419,0,2018
30193,0,2018
63013,0,2018
80725,0,2018
27012,0,2018
34286,0,2018
61051,0,2018
67125,0,2018
47237,0,2018
56180,0,2018
01425,1,2018
88229,0,2018
37009,0,2018
09128,0,2018
10260,0,2018
21185,0,2018
89424,0,2018
42067,0,2018
60131,1,2018
12076,0,2018
66094,0,2018
46127,0,2018
17465,0,2018
60579,0,2018
25377,0,2018
62365,0,2018
53030,0,2018
37155,0,2018
71253,0,2018
51518,0,2018
41109,0,2018
42176,1,2018
19172,0,2018
02140,0,2018
06067,0,2018
17241,0,2018
60628,0,2018
86300,0,2018
72238,1,2018
26247,0,2018
11020,0,2018
28401,0,2018
02254,0,2018
54444,0,2018
71074,0,2018
42203,1,2018
37207,0,2018
19059,0,2018
33450,0,2018
71488,0,2018
64034,0,2018
33135,0,2018
01267,0,2018
03160,0,2018
42023,1,2018
30174,0,2018
03311,0,2018
61229,0,2018
26028,0,2018
12084,0,2018
