INSEE_COM,annee,nb_chomeurs
58215,2018,120
58216,2018,5
58220,2018,40
58221,2018,10
58222,2018,10
58224,2018,5
58229,2018,15
58230,2018,10
58231,2018,30
58232,2018,60
58233,2018,10
58234,2018,5
58244,2018,5
58254,2018,35
58255,2018,15
58256,2018,25
10282,2018,90
10287,2018,160
10288,2018,30
10291,2018,10
10298,2018,100
10301,2018,10
10302,2018,5
10303,2018,10
10305,2018,5
10312,2018,10
10317,2018,105
10318,2018,10
10319,2018,15
10321,2018,230
10323,2018,2010
10324,2018,10
10325,2018,270
10328,2018,25
10331,2018,35
10335,2018,20
10336,2018,15
10338,2018,10
10340,2018,160
10344,2018,55
10347,2018,15
10354,2018,10
10357,2018,205
10359,2018,40
10364,2018,5
10365,2018,15
10367,2018,45
10369,2018,20
10370,2018,25
10371,2018,20
10373,2018,20
10379,2018,30
10384,2018,20
10386,2018,15
10400,2018,10
10402,2018,15
10411,2018,0
10414,2018,10
10418,2018,20
10420,2018,215
10426,2018,85
10427,2018,5
10429,2018,20
10434,2018,10
10435,2018,10
10438,2018,15
10444,2018,15
11003,2018,20
11006,2018,5
11008,2018,50
11014,2018,120
11015,2018,30
11016,2018,0
11017,2018,5
11018,2018,100
11020,2018,0
11022,2018,150
11023,2018,70
11031,2018,0
11032,2018,20
11037,2018,110
11041,2018,120
11043,2018,20
11044,2018,5
11045,2018,20
11046,2018,5
11051,2018,10
11053,2018,25
11058,2018,15
11059,2018,10
11060,2018,5
11061,2018,20
11062,2018,5
11063,2018,70
11064,2018,40
11066,2018,10
11071,2018,15
11072,2018,15
11073,2018,5
11074,2018,30
11075,2018,15
11084,2018,80
11091,2018,105
11093,2018,5
11096,2018,0
11103,2018,90
11104,2018,5
11105,2018,55
11108,2018,10
11118,2018,5
11120,2018,45
11126,2018,55
11129,2018,200
11131,2018,60
11134,2018,0
11137,2018,20
11141,2018,5
11146,2018,35
11148,2018,55
11149,2018,5
11150,2018,40
11151,2018,45
11152,2018,25
11154,2018,0
11155,2018,5
11158,2018,40
11167,2018,5
11169,2018,10
11170,2018,745
11172,2018,70
11174,2018,10
11178,2018,95
11179,2018,10
11180,2018,10
11185,2018,55
11188,2018,170
11190,2018,100
11192,2018,80
11196,2018,15
11198,2018,110
11199,2018,125
11200,2018,15
11201,2018,60
11202,2018,585
11203,2018,1080
11207,2018,15
11209,2018,30
11216,2018,30
11219,2018,0
11220,2018,80
11224,2018,0
11225,2018,80
11226,2018,5
11229,2018,0
11230,2018,0
11231,2018,10
11235,2018,5
11239,2018,10
11241,2018,30
11244,2018,10
11245,2018,5
11247,2018,5
11248,2018,10
11251,2018,65
11253,2018,65
11258,2018,195
11259,2018,80
11261,2018,75
11266,2018,755
11267,2018,95
11270,2018,15
11272,2018,175
11274,2018,35
11278,2018,5
11280,2018,100
11281,2018,130
11282,2018,10
11283,2018,5
11289,2018,85
11290,2018,10
11294,2018,0
11296,2018,55
11297,2018,20
11304,2018,295
11307,2018,20
11309,2018,15
11310,2018,25
11315,2018,185
11320,2018,15
11322,2018,90
11324,2018,55
11330,2018,45
11333,2018,10
11334,2018,10
11336,2018,30
11343,2018,10
11348,2018,10
11350,2018,5
11351,2018,80
11352,2018,10
11353,2018,185
11356,2018,105
11359,2018,25
11362,2018,10
11364,2018,20
11365,2018,0
11366,2018,50
11368,2018,5
11376,2018,5
11378,2018,20
11380,2018,15
11382,2018,25
11384,2018,10
11391,2018,0
11392,2018,30
11394,2018,10
11395,2018,0
11397,2018,560
11404,2018,80
11405,2018,35
11408,2018,40
11410,2018,85
11412,2018,5
11417,2018,10
11418,2018,100
11419,2018,0
11421,2018,60
11426,2018,115
11432,2018,25
11434,2018,140
11435,2018,20
12001,2018,45
12006,2018,15
12012,2018,40
12017,2018,10
12018,2018,5
12022,2018,5
12023,2018,5
12030,2018,30
12036,2018,25
12039,2018,20
12045,2018,25
12048,2018,10
12049,2018,20
12050,2018,20
12051,2018,5
12053,2018,30
12057,2018,50
12058,2018,10
12060,2018,5
12061,2018,25
12062,2018,20
12065,2018,30
12067,2018,5
12073,2018,25
12076,2018,105
12077,2018,20
12085,2018,20
12089,2018,460
12095,2018,10
12096,2018,275
12101,2018,45
12103,2018,10
12105,2018,60
12116,2018,10
12119,2018,55
12125,2018,20
12128,2018,15
12129,2018,20
12131,2018,55
12135,2018,30
12136,2018,45
12137,2018,40
12144,2018,0
12149,2018,15
12150,2018,30
12151,2018,10
12152,2018,5
12154,2018,50
12155,2018,30
12159,2018,30
12164,2018,30
12165,2018,30
12174,2018,150
12177,2018,45
12180,2018,15
12181,2018,10
12190,2018,15
12192,2018,20
12193,2018,20
12199,2018,110
12200,2018,95
12214,2018,10
12224,2018,115
12226,2018,30
12227,2018,10
12228,2018,30
12229,2018,20
12232,2018,20
12233,2018,25
12234,2018,25
12242,2018,10
12244,2018,55
12246,2018,20
12249,2018,10
12258,2018,65
12259,2018,50
12269,2018,5
12273,2018,10
12275,2018,5
12277,2018,25
12281,2018,35
12286,2018,65
12287,2018,50
12289,2018,5
12296,2018,25
12303,2018,15
13002,2018,1340
13003,2018,215
13007,2018,935
13010,2018,320
13011,2018,15
13014,2018,1820
13017,2018,135
13022,2018,580
13026,2018,1395
13027,2018,1900
13030,2018,470
13032,2018,560
13035,2018,655
13039,2018,1495
13044,2018,395
13046,2018,305
13047,2018,4350
13049,2018,140
13052,2018,200
13055,2018,100700
13059,2018,335
13067,2018,355
13070,2018,450
13073,2018,420
13077,2018,2015
13084,2018,480
13085,2018,410
13090,2018,10
13091,2018,450
13101,2018,205
13102,2018,665
13103,2018,5160
13105,2018,705
13107,2018,370
13109,2018,165
13110,2018,925
13113,2018,570
13206,2018,5015
13210,2018,6035
13215,2018,10335
14001,2018,85
14005,2018,105
14006,2018,35
14011,2018,145
14012,2018,20
14014,2018,60
14015,2018,40
14016,2018,30
14021,2018,45
14023,2018,0
14030,2018,90
14033,2018,15
14035,2018,125
14041,2018,10
14042,2018,40
14044,2018,55
14049,2018,5
14050,2018,15
14053,2018,10
14059,2018,40
14060,2018,140
14061,2018,630
14068,2018,185
14070,2018,15
14076,2018,595
14077,2018,45
14080,2018,10
14093,2018,15
14097,2018,30
14100,2018,130
14103,2018,20
14111,2018,20
14117,2018,340
14119,2018,140
14122,2018,15
14124,2018,35
14127,2018,45
14132,2018,15
14134,2018,10
14138,2018,25
14160,2018,10
14163,2018,30
14169,2018,15
14179,2018,15
14180,2018,10
14181,2018,380
14184,2018,10
14195,2018,25
14204,2018,10
14211,2018,25
14214,2018,10
14216,2018,15
14218,2018,15
14223,2018,5
14229,2018,155
14232,2018,5
14236,2018,20
14243,2018,65
14249,2018,75
14250,2018,20
14251,2018,35
14252,2018,15
14254,2018,110
14256,2018,20
14257,2018,105
14260,2018,5
14274,2018,130
14283,2018,20
14289,2018,45
14298,2018,10
14302,2018,10
14303,2018,60
14308,2018,15
14309,2018,65
14311,2018,50
14320,2018,20
14335,2018,15
14337,2018,25
14338,2018,160
14343,2018,10
14346,2018,40
14347,2018,80
14349,2018,140
14355,2018,45
14364,2018,25
14369,2018,20
14371,2018,510
14378,2018,20
14385,2018,10
14397,2018,25
14398,2018,30
14399,2018,15
14400,2018,20
14402,2018,15
14404,2018,10
14405,2018,20
14406,2018,50
14408,2018,140
14410,2018,70
14412,2018,5
14427,2018,35
14437,2018,1015
14439,2018,5
14445,2018,5
14448,2018,0
14452,2018,65
14458,2018,30
14460,2018,105
14465,2018,25
14466,2018,10
14467,2018,25
14469,2018,5
14486,2018,45
14488,2018,790
14496,2018,5
14504,2018,55
14506,2018,20
14509,2018,10
14510,2018,5
14520,2018,55
14527,2018,35
14529,2018,20
14534,2018,25
14543,2018,110
14546,2018,15
14554,2018,85
14556,2018,135
14559,2018,20
14562,2018,185
14563,2018,25
14566,2018,165
14572,2018,75
14575,2018,30
14578,2018,95
14586,2018,15
14591,2018,45
14598,2018,15
14609,2018,20
14614,2018,65
14619,2018,5
14630,2018,35
14645,2018,10
14650,2018,25
14652,2018,5
14656,2018,95
14659,2018,100
14660,2018,0
14663,2018,145
14674,2018,5
14675,2018,130
14676,2018,50
14679,2018,40
14680,2018,5
14681,2018,10
14685,2018,100
14698,2018,35
14705,2018,10
14706,2018,25
14707,2018,65
14709,2018,25
14710,2018,5
14712,2018,290
14714,2018,45
14715,2018,455
14719,2018,45
14720,2018,65
14735,2018,70
14738,2018,265
14744,2018,10
14748,2018,0
14756,2018,10
15002,2018,5
15003,2018,25
15004,2018,25
15005,2018,15
15007,2018,5
15012,2018,335
15014,2018,2050
15017,2018,5
15019,2018,10
15022,2018,10
15024,2018,10
15027,2018,25
15033,2018,10
15034,2018,5
15038,2018,60
15043,2018,5
15045,2018,45
15046,2018,15
15048,2018,0
15059,2018,5
15065,2018,0
15077,2018,5
15080,2018,10
15084,2018,15
15086,2018,0
15087,2018,10
15089,2018,20
15090,2018,40
15092,2018,80
15094,2018,45
15095,2018,20
15097,2018,5
15100,2018,10
15102,2018,0
15104,2018,15
15110,2018,10
15118,2018,40
15122,2018,115
15123,2018,5
15125,2018,5
15127,2018,20
15129,2018,10
15130,2018,5
15132,2018,0
15134,2018,40
05050,2018,60
05053,2018,45
05064,2018,5
05070,2018,340
05071,2018,30
05075,2018,40
05076,2018,5
05077,2018,35
05081,2018,5
05084,2018,30
05085,2018,85
05087,2018,40
05090,2018,10
05091,2018,5
05093,2018,45
05100,2018,40
05101,2018,140
05107,2018,35
05116,2018,20
05117,2018,10
05124,2018,40
05126,2018,45
05127,2018,10
05130,2018,15
05145,2018,115
05146,2018,20
05149,2018,35
05151,2018,125
05154,2018,20
05155,2018,5
05156,2018,45
05158,2018,10
05161,2018,140
05165,2018,20
05166,2018,130
05169,2018,0
05172,2018,20
05177,2018,110
05178,2018,35
05180,2018,50
06007,2018,225
06009,2018,5
06010,2018,225
06012,2018,930
06016,2018,35
06019,2018,80
06022,2018,45
06023,2018,165
06029,2018,9370
06031,2018,70
06033,2018,1040
06035,2018,80
06039,2018,60
06043,2018,60
06047,2018,5
06050,2018,45
06054,2018,415
06057,2018,205
06060,2018,95
06062,2018,25
06063,2018,5
06064,2018,255
06065,2018,410
06066,2018,100
06069,2018,4910
06070,2018,65
06080,2018,5
06083,2018,2910
06088,2018,38685
06089,2018,135
06090,2018,650
06092,2018,100
06093,2018,10
06096,2018,5
06098,2018,10
06102,2018,5
06106,2018,45
06107,2018,5
06110,2018,15
06111,2018,5
06114,2018,390
06118,2018,310
06126,2018,205
06130,2018,285
06132,2018,60
06136,2018,250
06138,2018,190
06144,2018,40
06145,2018,10
06149,2018,775
06152,2018,910
06154,2018,35
06155,2018,3125
06156,2018,5
06157,2018,1515
06163,2018,100
07007,2018,90
07011,2018,85
07012,2018,35
07017,2018,75
07018,2018,0
07023,2018,50
07026,2018,15
07030,2018,15
07034,2018,25
07035,2018,50
07040,2018,25
07041,2018,170
07042,2018,910
07044,2018,15
07049,2018,5
07050,2018,80
07051,2018,55
07052,2018,60
07062,2018,20
07068,2018,40
07074,2018,5
07075,2018,5
07077,2018,30
07080,2018,25
07084,2018,75
07093,2018,35
07094,2018,15
07097,2018,65
07103,2018,15
07105,2018,5
07106,2018,10
07107,2018,130
07109,2018,45
07118,2018,10
07120,2018,5
07121,2018,10
07124,2018,0
07128,2018,25
07142,2018,15
07145,2018,120
07147,2018,45
07153,2018,25
07156,2018,95
07160,2018,5
07165,2018,40
07169,2018,35
07172,2018,160
07173,2018,0
07175,2018,5
07181,2018,325
07187,2018,20
07190,2018,20
07194,2018,35
07195,2018,5
07197,2018,175
07198,2018,75
07199,2018,145
07200,2018,10
07209,2018,5
07211,2018,55
07218,2018,20
07220,2018,10
07221,2018,25
07222,2018,10
07223,2018,10
07224,2018,20
07225,2018,65
07226,2018,10
07227,2018,105
07235,2018,5
07239,2018,10
07240,2018,150
07242,2018,10
07243,2018,25
07247,2018,95
07248,2018,20
07249,2018,5
07250,2018,30
07251,2018,10
07254,2018,80
07260,2018,55
07263,2018,10
07266,2018,5
07268,2018,135
07269,2018,80
07272,2018,40
07273,2018,15
07275,2018,15
07282,2018,40
07286,2018,35
07287,2018,25
07288,2018,75
07290,2018,20
07293,2018,60
07295,2018,90
07296,2018,165
07299,2018,10
07304,2018,115
07308,2018,220
07310,2018,70
07311,2018,10
07313,2018,135
07316,2018,160
07319,2018,1150
07321,2018,10
07324,2018,1275
07325,2018,190
07330,2018,435
07331,2018,470
07336,2018,30
07337,2018,155
07345,2018,95
07347,2018,65
07349,2018,600
08005,2018,5
08015,2018,5
08016,2018,10
08019,2018,5
08023,2018,5
08024,2018,75
08027,2018,5
08032,2018,5
08034,2018,30
08036,2018,5
08039,2018,40
08044,2018,10
08045,2018,20
08046,2018,10
08055,2018,30
08057,2018,10
08060,2018,15
08062,2018,5
08063,2018,5
08066,2018,5
08073,2018,10
08086,2018,10
08089,2018,15
08092,2018,20
08095,2018,5
08096,2018,50
08098,2018,0
08104,2018,5
08107,2018,105
08109,2018,15
08110,2018,10
08117,2018,10
08126,2018,15
08134,2018,5
08137,2018,30
08139,2018,115
08141,2018,15
08142,2018,205
08143,2018,5
08144,2018,5
08147,2018,5
08149,2018,5
08150,2018,20
08155,2018,10
08156,2018,40
08159,2018,5
08161,2018,5
08163,2018,15
08168,2018,20
08170,2018,15
08184,2018,5
08186,2018,5
08187,2018,15
08188,2018,105
08190,2018,690
08199,2018,50
08201,2018,0
08202,2018,35
08204,2018,10
08206,2018,30
08207,2018,15
08208,2018,5
08210,2018,5
08211,2018,70
08212,2018,40
08217,2018,10
08218,2018,120
08223,2018,5
08225,2018,15
08226,2018,10
08236,2018,20
08240,2018,10
08242,2018,50
08243,2018,10
08244,2018,10
08249,2018,10
08252,2018,10
08256,2018,5
08257,2018,15
08259,2018,5
08263,2018,90
08275,2018,5
08279,2018,0
08281,2018,30
08282,2018,95
08283,2018,10
08288,2018,5
08289,2018,50
08295,2018,20
08296,2018,10
08298,2018,100
08304,2018,5
08306,2018,0
08307,2018,5
08308,2018,5
08309,2018,0
08311,2018,270
08314,2018,40
08321,2018,15
08322,2018,15
08324,2018,10
08328,2018,675
08329,2018,20
08332,2018,0
08333,2018,15
08334,2018,10
08338,2018,5
08339,2018,20
08346,2018,65
08348,2018,5
08351,2018,10
08352,2018,5
08354,2018,95
08355,2018,20
08358,2018,20
08360,2018,10
08364,2018,5
08375,2018,15
08378,2018,5
08379,2018,15
08381,2018,55
08385,2018,60
08386,2018,20
08387,2018,15
08394,2018,0
08396,2018,10
08397,2018,5
08400,2018,35
08402,2018,55
08406,2018,20
08410,2018,5
08413,2018,20
08417,2018,15
08422,2018,5
08425,2018,0
08427,2018,15
08431,2018,5
08432,2018,0
08433,2018,5
08445,2018,25
08446,2018,5
08452,2018,25
08456,2018,20
08457,2018,80
08458,2018,20
08461,2018,10
08463,2018,0
08467,2018,5
08472,2018,15
08480,2018,340
08483,2018,40
08486,2018,200
08492,2018,25
08499,2018,30
08501,2018,0
09001,2018,5
09015,2018,50
09016,2018,10
09018,2018,5
09022,2018,15
09024,2018,15
09030,2018,50
09033,2018,5
09035,2018,25
09040,2018,25
09042,2018,105
09046,2018,10
09049,2018,15
09051,2018,10
09052,2018,15
09059,2018,20
09060,2018,80
09065,2018,40
09066,2018,45
09070,2018,30
09072,2018,5
09073,2018,15
09074,2018,15
09075,2018,40
09081,2018,20
09083,2018,5
09086,2018,25
09088,2018,0
09092,2018,5
09093,2018,20
09094,2018,15
09098,2018,10
09103,2018,65
09105,2018,100
09106,2018,25
09108,2018,15
09110,2018,10
09111,2018,25
09114,2018,25
09115,2018,5
09117,2018,5
09118,2018,25
09119,2018,40
09121,2018,50
09122,2018,1095
09125,2018,50
09130,2018,65
09132,2018,25
09133,2018,0
09136,2018,10
09140,2018,10
09143,2018,0
09146,2018,10
09147,2018,15
09152,2018,0
09153,2018,15
09159,2018,10
09160,2018,745
09161,2018,60
09164,2018,40
09166,2018,5
09168,2018,20
09172,2018,5
09173,2018,25
09178,2018,0
09179,2018,5
09185,2018,330
09194,2018,325
09195,2018,0
09203,2018,20
09210,2018,35
09212,2018,15
09221,2018,15
09226,2018,0
09233,2018,0
09239,2018,10
09241,2018,35
09247,2018,35
09249,2018,15
09250,2018,10
09251,2018,15
09253,2018,25
09257,2018,80
09258,2018,30
09260,2018,5
09266,2018,5
09269,2018,20
09274,2018,30
09275,2018,25
09289,2018,110
09293,2018,60
09294,2018,10
09295,2018,15
09296,2018,15
09309,2018,10
09310,2018,5
09318,2018,10
09319,2018,10
09320,2018,0
09324,2018,295
09328,2018,10
09334,2018,50
09335,2018,5
09336,2018,90
09342,2018,20
10002,2018,25
10003,2018,350
10005,2018,30
10007,2018,5
10009,2018,5
10013,2018,10
10019,2018,15
10024,2018,10
10028,2018,5
10029,2018,5
10037,2018,20
10038,2018,25
10044,2018,5
10046,2018,5
10052,2018,20
10053,2018,35
10056,2018,15
10059,2018,5
10065,2018,15
10066,2018,25
10067,2018,120
10071,2018,5
10074,2018,30
10078,2018,0
10080,2018,95
10086,2018,15
10087,2018,0
10089,2018,60
10092,2018,5
10095,2018,25
10096,2018,30
10097,2018,10
10098,2018,20
10099,2018,40
10100,2018,80
10102,2018,10
10109,2018,20
10110,2018,40
10116,2018,20
10117,2018,10
10119,2018,5
10121,2018,15
10124,2018,15
10125,2018,20
10127,2018,5
10128,2018,5
10130,2018,5
10133,2018,15
10135,2018,5
10139,2018,10
10144,2018,10
10159,2018,5
10164,2018,60
10165,2018,20
10166,2018,25
10170,2018,30
10180,2018,10
10183,2018,5
10185,2018,10
10189,2018,5
10190,2018,30
10192,2018,5
10194,2018,5
10197,2018,15
10202,2018,15
10207,2018,5
10212,2018,5
10213,2018,10
10228,2018,10
10229,2018,10
10230,2018,50
10233,2018,130
10239,2018,35
10240,2018,25
10241,2018,5
10243,2018,10
10247,2018,5
10249,2018,25
10252,2018,5
10257,2018,0
10258,2018,20
10261,2018,110
10271,2018,35
10272,2018,15
10278,2018,15
25020,2018,65
25021,2018,90
25024,2018,40
25025,2018,40
25030,2018,20
25035,2018,110
25038,2018,5
25040,2018,70
25043,2018,135
25044,2018,5
25046,2018,0
25048,2018,300
25054,2018,20
25055,2018,25
25056,2018,11770
25057,2018,665
25060,2018,120
25061,2018,5
25065,2018,5
25073,2018,40
25075,2018,15
25077,2018,0
25079,2018,30
25083,2018,15
25088,2018,0
25090,2018,5
25091,2018,30
25093,2018,0
25094,2018,0
25096,2018,10
25105,2018,40
25106,2018,0
25112,2018,115
25117,2018,0
25120,2018,15
25121,2018,10
25122,2018,25
25124,2018,20
25125,2018,20
25127,2018,175
25138,2018,10
25141,2018,5
25143,2018,20
25145,2018,5
25150,2018,15
25155,2018,20
25163,2018,10
25170,2018,85
25173,2018,10
25177,2018,10
25178,2018,10
25179,2018,5
25183,2018,10
25184,2018,20
25185,2018,0
25188,2018,30
25190,2018,120
25193,2018,130
25194,2018,10
25195,2018,80
25196,2018,95
25197,2018,35
25213,2018,40
25215,2018,5
25216,2018,10
25218,2018,10
25220,2018,30
25232,2018,5
25233,2018,10
25234,2018,5
25235,2018,15
25241,2018,5
25243,2018,35
25251,2018,15
25255,2018,20
25259,2018,120
25268,2018,5
25270,2018,10
25271,2018,95
25274,2018,35
25276,2018,10
25283,2018,0
25297,2018,10
25300,2018,15
25304,2018,395
25305,2018,25
25313,2018,20
25314,2018,10
25315,2018,260
25316,2018,5
25317,2018,20
25321,2018,350
25326,2018,30
25330,2018,5
25331,2018,20
25332,2018,35
25336,2018,35
25340,2018,10
25343,2018,10
25345,2018,35
25346,2018,5
25354,2018,10
25355,2018,5
25359,2018,5
25366,2018,10
25368,2018,95
25369,2018,10
25372,2018,20
25376,2018,10
25385,2018,10
25386,2018,5
25388,2018,2795
25389,2018,5
25391,2018,5
25394,2018,85
25397,2018,115
25398,2018,5
25400,2018,35
25401,2018,5
25402,2018,0
25403,2018,105
25404,2018,5
25410,2018,95
25413,2018,80
25414,2018,10
25415,2018,20
25416,2018,10
25417,2018,30
25418,2018,65
25420,2018,10
25422,2018,10
25428,2018,75
25430,2018,0
25432,2018,120
25435,2018,10
25438,2018,70
25439,2018,20
25440,2018,10
25445,2018,5
25446,2018,5
25460,2018,15
25461,2018,15
25462,2018,1595
25464,2018,10
25467,2018,95
25468,2018,50
25469,2018,25
25471,2018,5
25472,2018,0
25475,2018,70
25477,2018,30
25479,2018,30
25481,2018,15
25483,2018,5
25490,2018,20
25497,2018,40
25499,2018,5
25500,2018,5
25510,2018,20
25511,2018,20
25512,2018,160
25515,2018,25
25517,2018,15
25519,2018,80
25520,2018,10
25523,2018,25
25524,2018,55
25525,2018,20
25533,2018,0
25538,2018,5
25548,2018,10
25550,2018,10
25552,2018,10
25554,2018,5
25559,2018,15
25561,2018,25
25563,2018,5
25567,2018,10
25574,2018,10
25575,2018,45
25583,2018,10
25584,2018,5
25586,2018,65
25588,2018,10
25592,2018,35
25595,2018,15
25598,2018,35
25605,2018,20
25607,2018,5
25608,2018,5
25609,2018,25
25612,2018,40
25613,2018,5
25614,2018,255
25616,2018,20
25618,2018,15
25625,2018,0
25627,2018,20
25633,2018,50
25634,2018,35
25635,2018,5
26003,2018,5
26006,2018,195
26007,2018,10
26012,2018,0
26014,2018,45
26024,2018,20
26027,2018,15
26030,2018,0
26034,2018,45
26037,2018,285
26038,2018,100
26041,2018,120
26043,2018,15
26045,2018,145
26057,2018,1080
26058,2018,2195
26059,2018,20
26061,2018,35
26063,2018,290
26067,2018,0
26075,2018,5
26078,2018,75
26080,2018,0
26082,2018,10
26083,2018,130
26085,2018,275
26088,2018,420
26089,2018,5
26090,2018,0
26091,2018,5
26093,2018,30
26098,2018,25
26099,2018,35
26100,2018,35
26102,2018,10
26103,2018,50
26106,2018,110
26107,2018,45
26110,2018,40
26111,2018,5
26116,2018,660
26118,2018,120
26121,2018,85
26122,2018,35
26123,2018,0
26124,2018,415
26128,2018,5
26136,2018,0
26137,2018,35
26139,2018,115
26142,2018,20
26144,2018,140
26146,2018,135
26154,2018,20
26155,2018,135
26159,2018,10
26161,2018,5
26164,2018,5
26170,2018,195
26171,2018,20
26174,2018,90
26175,2018,25
26181,2018,15
26183,2018,115
26191,2018,215
26194,2018,50
26199,2018,0
26203,2018,20
26205,2018,5
26208,2018,150
26215,2018,35
26222,2018,5
26226,2018,35
26227,2018,5
26229,2018,10
26232,2018,35
26236,2018,35
26239,2018,30
26243,2018,95
26244,2018,10
26245,2018,0
26248,2018,25
26251,2018,45
26255,2018,0
26257,2018,35
26259,2018,20
26264,2018,30
26266,2018,0
26268,2018,15
26269,2018,5
26274,2018,0
26278,2018,20
26279,2018,10
26281,2018,4085
26284,2018,25
26285,2018,25
26286,2018,0
26287,2018,50
26292,2018,15
26293,2018,20
26295,2018,170
26298,2018,40
26301,2018,335
26306,2018,35
26307,2018,225
26314,2018,40
26315,2018,40
26317,2018,70
26319,2018,45
26320,2018,95
26321,2018,10
26322,2018,25
26323,2018,135
26325,2018,740
26329,2018,15
26333,2018,500
26334,2018,15
26343,2018,5
26347,2018,680
26349,2018,20
26356,2018,15
26358,2018,100
26359,2018,5
26362,2018,8125
26367,2018,50
26368,2018,45
26371,2018,5
26373,2018,10
26377,2018,110
26382,2018,50
27001,2018,30
27006,2018,10
27010,2018,20
27023,2018,50
27025,2018,55
27028,2018,25
27036,2018,60
27038,2018,20
27039,2018,40
27044,2018,50
27048,2018,15
27052,2018,20
27053,2018,15
27059,2018,15
27061,2018,15
27062,2018,90
27068,2018,15
27073,2018,70
27076,2018,35
27078,2018,25
27079,2018,20
27095,2018,55
27096,2018,20
27101,2018,35
27105,2018,215
27108,2018,110
27110,2018,45
27112,2018,400
27127,2018,60
27133,2018,55
27134,2018,10
27138,2018,30
27141,2018,5
27154,2018,35
27158,2018,45
27161,2018,70
27164,2018,50
27173,2018,10
27176,2018,15
27180,2018,160
27182,2018,10
27185,2018,60
27187,2018,15
27188,2018,90
27194,2018,30
27198,2018,450
27202,2018,40
27203,2018,35
27206,2018,30
27208,2018,10
27210,2018,30
27217,2018,40
27218,2018,85
27227,2018,40
27230,2018,295
27233,2018,40
27234,2018,15
27239,2018,35
27240,2018,25
27242,2018,85
27245,2018,15
27246,2018,220
27261,2018,20
27271,2018,30
27275,2018,875
27278,2018,155
27290,2018,90
27294,2018,70
27298,2018,30
27301,2018,85
27302,2018,95
27306,2018,190
27311,2018,75
27312,2018,20
27316,2018,75
27318,2018,30
27319,2018,15
27324,2018,40
27326,2018,30
27327,2018,15
27329,2018,45
27330,2018,15
27333,2018,60
27337,2018,25
27351,2018,110
27354,2018,35
27361,2018,30
27365,2018,205
27368,2018,30
27373,2018,5
27376,2018,10
27377,2018,65
27383,2018,25
27384,2018,35
27386,2018,150
27389,2018,35
27391,2018,105
27394,2018,25
27395,2018,5
27396,2018,45
27399,2018,5
27400,2018,20
27405,2018,5
27406,2018,50
27418,2018,10
27419,2018,70
27420,2018,10
27421,2018,55
27422,2018,45
27425,2018,230
27426,2018,70
27433,2018,15
27435,2018,20
27440,2018,50
27441,2018,5
27447,2018,50
27448,2018,435
27451,2018,10
27465,2018,20
27467,2018,1270
27469,2018,345
27471,2018,10
27472,2018,15
27474,2018,85
27475,2018,10
27476,2018,25
27477,2018,50
27478,2018,65
27482,2018,15
27486,2018,60
27487,2018,55
27492,2018,15
27493,2018,275
27495,2018,15
27496,2018,40
27498,2018,30
27505,2018,5
27507,2018,375
27508,2018,15
27524,2018,55
27530,2018,5
27534,2018,45
27540,2018,60
27541,2018,10
27542,2018,90
27548,2018,70
27552,2018,15
27556,2018,5
27560,2018,15
27562,2018,385
27565,2018,55
27567,2018,15
27576,2018,35
27584,2018,20
27591,2018,40
27592,2018,20
27593,2018,125
27597,2018,30
27601,2018,25
27606,2018,40
27608,2018,35
27609,2018,25
27618,2018,40
27620,2018,25
27621,2018,10
27627,2018,15
27630,2018,30
27632,2018,55
27641,2018,10
27643,2018,110
27644,2018,30
27646,2018,20
27661,2018,30
27666,2018,30
27669,2018,30
27671,2018,15
27674,2018,15
27676,2018,90
27681,2018,2645
27682,2018,55
27685,2018,45
27694,2018,20
27695,2018,20
27696,2018,60
27700,2018,40
27701,2018,1795
28001,2018,160
28003,2018,10
28005,2018,50
28006,2018,95
28009,2018,5
28010,2018,25
28012,2018,260
28013,2018,85
28014,2018,50
28015,2018,470
28018,2018,110
28022,2018,30
28024,2018,100
28026,2018,20
28029,2018,30
28032,2018,25
28035,2018,50
28036,2018,40
28052,2018,45
28055,2018,35
28056,2018,85
28058,2018,20
28060,2018,10
28061,2018,280
28062,2018,55
28065,2018,5
28071,2018,55
28073,2018,10
28074,2018,15
28077,2018,10
28082,2018,35
28086,2018,25
28088,2018,1295
28098,2018,125
28099,2018,70
28100,2018,25
28108,2018,15
28109,2018,20
28126,2018,10
28127,2018,80
28130,2018,85
28134,2018,4305
28135,2018,55
28136,2018,15
28137,2018,35
28147,2018,45
28153,2018,15
28157,2018,10
28162,2018,15
28167,2018,25
28169,2018,15
28171,2018,55
28175,2018,10
28177,2018,35
28178,2018,15
28180,2018,30
28183,2018,45
28185,2018,75
28190,2018,25
28191,2018,140
35249,2018,80
35252,2018,60
35253,2018,215
35255,2018,70
35258,2018,25
35262,2018,20
35264,2018,120
35268,2018,40
35270,2018,50
35271,2018,85
35272,2018,55
35276,2018,35
35277,2018,25
35280,2018,75
35282,2018,175
35283,2018,65
35284,2018,175
35286,2018,15
35287,2018,170
35288,2018,4265
35291,2018,35
35302,2018,60
35312,2018,135
35316,2018,70
35317,2018,30
35318,2018,75
35329,2018,35
35331,2018,150
35333,2018,130
35334,2018,505
35336,2018,15
35342,2018,15
35345,2018,70
35350,2018,60
35351,2018,105
35356,2018,120
35362,2018,100
