"INSEE_COM","annee","nb_chomeurs"
"07208",2017,15
"07209",2016,10
"07209",2017,5
"07210",2016,65
"07210",2017,70
"07211",2016,50
"07211",2017,60
"07212",2016,15
"07212",2017,15
"07213",2016,15
"07213",2017,15
"07214",2016,20
"07214",2017,25
"07215",2016,10
"07215",2017,15
"07216",2016,40
"07216",2017,40
"07217",2016,65
"07217",2017,80
"07218",2016,25
"07218",2017,30
"07219",2016,20
"07219",2017,15
"07220",2016,5
"07220",2017,10
"07221",2016,15
"07221",2017,25
"07222",2016,15
"07222",2017,10
"07223",2016,10
"07223",2017,10
"07224",2016,15
"07224",2017,20
"07225",2016,55
"07225",2017,60
"07226",2016,10
"07226",2017,5
"07227",2016,100
"07227",2017,90
"07228",2016,70
"07228",2017,75
"07229",2016,85
"07229",2017,75
"07230",2016,55
"07230",2017,50
"07231",2016,230
"07231",2017,235
"07232",2016,15
"07232",2017,20
"07233",2016,20
"07233",2017,25
"07234",2016,35
"07234",2017,30
"07235",2016,5
"07235",2017,5
"07236",2016,65
"07236",2017,70
"07237",2016,60
"07237",2017,70
"07238",2016,30
"07238",2017,35
"07239",2016,5
"07239",2017,10
"07240",2016,135
"07240",2017,145
"07241",2016,80
"07241",2017,90
"07242",2016,10
"07242",2017,10
"07243",2016,25
"07243",2017,25
"07244",2016,30
"07244",2017,25
"07245",2016,155
"07245",2017,190
"07247",2016,70
"07247",2017,70
"07248",2016,15
"07248",2017,15
"07249",2016,5
"07249",2017,5
"07250",2016,30
"07250",2017,30
"07251",2016,10
"07251",2017,10
"07253",2016,10
"07253",2017,15
"07254",2016,70
"07254",2017,75
"07255",2016,120
"07255",2017,125
"07257",2016,10
"07257",2017,10
"07258",2016,25
"07258",2017,25
"07259",2016,175
"07259",2017,195
"07260",2016,60
"07260",2017,60
"07261",2016,120
"07261",2017,125
"07262",2016,10
"07262",2017,10
"07263",2016,10
"07263",2017,10
"07264",2016,240
"07264",2017,250
"07265",2016,90
"07265",2017,90
"07266",2016,5
"07266",2017,5
"07267",2016,10
"07267",2017,15
"07268",2016,125
"07268",2017,130
"07269",2016,80
"07269",2017,75
"07270",2016,30
"07270",2017,30
"07272",2016,30
"07272",2017,40
"07273",2016,20
"07273",2017,20
"07274",2016,15
"07274",2017,20
"07275",2016,5
"07275",2017,5
"07276",2016,10
"07276",2017,10
"07277",2016,5
"07277",2017,15
"07278",2016,40
"07278",2017,45
"07279",2016,190
"07279",2017,180
"07280",2016,95
"07280",2017,110
"07281",2016,515
"07281",2017,555
"07282",2016,30
"07282",2017,35
"07283",2016,0
"07283",2017,5
"07284",2016,10
"07284",2017,15
"07285",2016,5
"07285",2017,10
"07286",2016,25
"07286",2017,30
"07287",2016,25
"07287",2017,25
"07288",2016,70
"07288",2017,85
"07289",2016,160
"07289",2017,170
"07290",2016,20
"07290",2017,20
"07291",2016,100
"07291",2017,95
"07292",2016,75
"07292",2017,85
"07293",2016,55
"07293",2017,60
"07294",2016,50
"07294",2017,50
"07295",2016,80
"07295",2017,90
"07296",2016,155
"07296",2017,175
"07297",2016,35
"07297",2017,45
"07298",2016,45
"07298",2017,55
"07299",2016,15
"07299",2017,10
"07300",2016,35
"07300",2017,50
"07301",2016,70
"07301",2017,95
"07302",2016,55
"07302",2017,60
"07303",2016,25
"07303",2017,30
"07304",2016,110
"07304",2017,115
"07305",2016,40
"07305",2017,35
"07306",2016,25
"07306",2017,25
"07307",2016,55
"07307",2017,65
"07308",2016,175
"07308",2017,205
"07309",2016,100
"07309",2017,105
"07310",2016,55
"07310",2017,60
"07311",2016,5
"07311",2017,5
"07312",2016,45
"07312",2017,35
"07313",2016,120
"07313",2017,120
"07314",2016,35
"07314",2017,45
"07315",2016,45
"07315",2017,50
"07316",2016,140
"07316",2017,155
"07317",2016,60
"07317",2017,70
"07318",2016,25
"07318",2017,20
"07319",2016,1070
"07319",2017,1140
"07321",2016,15
"07321",2017,15
"07322",2016,115
"07322",2017,120
"07323",2016,95
"07323",2017,105
"07324",2016,1295
"07324",2017,1365
"07325",2016,165
"07325",2017,190
"07326",2016,5
"07326",2017,10
"07327",2016,50
"07327",2017,55
"07328",2016,70
"07328",2017,75
"07329",2016,35
"07329",2017,50
"07330",2016,415
"07330",2017,455
"07331",2016,495
"07331",2017,485
"07332",2016,45
"07332",2017,35
"07333",2016,60
"07333",2017,65
"07334",2016,310
"07334",2017,340
"07335",2016,15
"07335",2017,10
"07336",2016,30
"07336",2017,35
"07337",2016,170
"07337",2017,165
"07338",2016,170
"07338",2017,180
"07339",2016,180
"07339",2017,195
"07340",2016,70
"07340",2017,70
"07341",2016,275
"07341",2017,275
"07342",2016,80
"07342",2017,75
"07343",2016,155
"07343",2017,140
"07344",2016,25
"07344",2017,25
"07345",2016,85
"07345",2017,95
"07346",2016,390
"07346",2017,380
"07347",2016,60
"07347",2017,65
"07348",2016,135
"07348",2017,140
"07349",2016,590
"07349",2017,605
"08001",2016,30
"08001",2017,25
"08003",2016,100
"08003",2017,90
"08004",2016,20
"08004",2017,15
"08005",2016,5
"08005",2017,10
"08006",2016,15
"08006",2017,15
"08008",2016,55
"08008",2017,55
"08010",2016,5
"08010",2017,10
"08011",2016,20
"08011",2017,25
"08013",2016,40
"08013",2017,35
"08014",2016,10
"08014",2017,15
"08015",2016,10
"08015",2017,10
"08016",2016,15
"08016",2017,10
"08017",2016,10
"08017",2017,10
"08018",2016,5
"08018",2017,5
"08019",2016,0
"08019",2017,5
"08020",2016,5
"08020",2017,5
"08021",2016,10
"08021",2017,5
"08022",2016,15
"08022",2017,15
"08023",2016,0
"08023",2017,0
"08024",2016,65
"08024",2017,70
"08025",2016,85
"08025",2017,95
"08026",2016,25
"08026",2017,35
"08027",2016,5
"08027",2017,5
"08028",2016,100
"08028",2017,100
"08029",2016,5
"08029",2017,0
"08030",2016,5
"08030",2017,0
"08031",2016,0
"08031",2017,0
"08032",2016,15
"08032",2017,15
"08033",2016,5
"08033",2017,5
"08034",2016,25
"08034",2017,30
"08035",2016,0
"08035",2017,5
"08036",2016,5
"08036",2017,5
"08037",2016,70
"08037",2017,70
"08038",2016,20
"08038",2017,20
"08039",2016,30
"08039",2017,45
"08040",2016,75
"08040",2017,70
"08041",2016,15
"08041",2017,10
"08043",2016,165
"08043",2017,170
"08044",2016,10
"08044",2017,10
"08045",2016,15
"08045",2017,20
"08046",2016,10
"08046",2017,10
"08047",2016,10
"08047",2017,10
"08048",2016,20
"08048",2017,20
"08049",2016,10
"08049",2017,10
"08052",2016,5
"08052",2017,5
"08053",2016,185
"08053",2017,200
"08055",2016,45
"08055",2017,40
"08056",2016,0
"08056",2017,0
"08057",2016,10
"08057",2017,10
"08058",2016,10
"08058",2017,15
"08059",2016,5
"08059",2017,0
"08060",2016,15
"08060",2017,20
"08061",2016,0
"08061",2017,0
"08062",2016,5
"08062",2017,5
"08063",2016,5
"08063",2017,10
"08064",2016,10
"08064",2017,10
"08065",2016,5
"08065",2017,0
"08066",2016,5
"08066",2017,5
"08067",2016,120
"08067",2017,115
"08069",2016,10
"08069",2017,5
"08070",2016,20
"08070",2017,25
"08071",2016,10
"08071",2017,10
"08073",2016,10
"08073",2017,10
"08074",2016,0
"08074",2017,5
"08075",2016,10
"08075",2017,15
"08076",2016,95
"08076",2017,85
"08077",2016,5
"08077",2017,5
"08078",2016,85
"08078",2017,70
"08080",2016,5
"08080",2017,10
"08081",2016,560
"08081",2017,555
"08082",2016,5
"08082",2017,5
"08083",2016,35
"08083",2017,35
"08084",2016,20
"08084",2017,20
"08085",2016,10
"08085",2017,10
"08086",2016,10
"08086",2017,10
"08087",2016,5
"08087",2017,10
"08088",2016,0
"08088",2017,5
"08089",2016,20
"08089",2017,15
"08090",2016,280
"08090",2017,280
"08092",2016,15
"08092",2017,15
"08094",2016,5
"08094",2017,5
"08095",2016,10
"08095",2017,5
"08096",2016,45
"08096",2017,55
"08097",2016,45
"08097",2017,30
"08098",2016,0
"08098",2017,0
"08099",2016,10
"08099",2017,10
"08100",2016,5
"08100",2017,5
"08101",2016,10
"08101",2017,15
"08102",2016,5
"08102",2017,10
"08103",2016,20
"08103",2017,25
"08104",2016,5
"08104",2017,5
"08105",2016,5425
"08105",2017,5530
"08106",2016,5
"08106",2017,5
"08107",2016,110
"08107",2017,105
"08109",2016,10
"08109",2017,10
"08110",2016,20
"08110",2017,15
"08111",2016,45
"08111",2017,35
"08113",2016,45
"08113",2017,40
"08115",2016,50
"08115",2017,40
"08116",2016,65
"08116",2017,80
"08117",2016,10
"08117",2017,10
"08119",2016,25
"08119",2017,25
"08120",2016,5
"08120",2017,5
"08121",2016,10
"08121",2017,10
"08122",2016,55
"08122",2017,50
"08123",2016,10
"08123",2017,10
"08124",2016,20
"08124",2017,25
"08125",2016,20
"08125",2017,20
"08126",2016,10
"08126",2017,10
"08128",2016,0
"08128",2017,0
"08130",2016,0
"08130",2017,5
"08131",2016,5
"08131",2017,0
"08132",2016,10
"08132",2017,10
"08133",2016,45
"08133",2017,35
"08134",2016,0
"08134",2017,5
"08135",2016,10
"08135",2017,10
"08136",2016,35
"08136",2017,35
"08137",2016,25
"08137",2017,25
"08138",2016,15
"08138",2017,15
"08139",2016,110
"08139",2017,120
"08140",2016,85
"08140",2017,80
"08141",2016,10
"08141",2017,10
"08142",2016,235
"08142",2017,220
"08143",2016,5
"08143",2017,5
"08144",2016,5
"08144",2017,5
"08145",2016,220
"08145",2017,215
"08146",2016,5
"08146",2017,5
"08147",2016,10
"08147",2017,5
"08148",2016,20
"08148",2017,25
"08149",2016,5
"08149",2017,5
"08150",2016,15
"08150",2017,15
"08151",2016,20
"08151",2017,30
"08153",2016,35
"08153",2017,35
"08154",2016,5
"08154",2017,5
"08155",2016,15
"08155",2017,15
"08156",2016,35
"08156",2017,30
"08158",2016,10
"08158",2017,10
"08159",2016,5
"08159",2017,5
"08160",2016,10
"08160",2017,10
"08161",2016,0
"08161",2017,0
"08162",2016,25
"08162",2017,25
"08163",2016,15
"08163",2017,15
"08164",2016,15
"08164",2017,20
"08165",2016,0
"08165",2017,5
"08166",2016,15
"08166",2017,20
"08167",2016,0
"08167",2017,0
"08168",2016,15
"08168",2017,20
"08169",2016,10
"08169",2017,10
"08170",2016,10
"08170",2017,15
"08171",2016,5
"08171",2017,10
"08172",2016,15
"08172",2017,10
"08173",2016,140
"08173",2017,135
"08174",2016,215
"08174",2017,210
"08175",2016,15
"08175",2017,20
"08176",2016,5
"08176",2017,5
"08178",2016,15
"08178",2017,15
"08179",2016,75
"08179",2017,75
"08180",2016,140
"08180",2017,140
"08182",2016,5
"08182",2017,5
"08183",2016,75
"08183",2017,80
"08184",2016,10
"08184",2017,5
"08185",2016,385
"08185",2017,350
"08186",2016,5
"08186",2017,5
"08187",2016,25
"08187",2017,25
"08188",2016,115
"08188",2017,105
"08189",2016,10
"08189",2017,10
"08190",2016,735
"08190",2017,700
"08191",2016,70
"08191",2017,70
"08192",2016,5
"08192",2017,5
"08193",2016,10
"08193",2017,15
"08194",2016,60
"08194",2017,60
"08195",2016,25
"08195",2017,35
"08196",2016,5
"08196",2017,5
"08197",2016,0
"08197",2017,0
"08198",2016,25
"08198",2017,20
"08199",2016,55
"08199",2017,60
"08200",2016,10
"08200",2017,10
"08201",2016,5
"08201",2017,5
"08202",2016,40
"08202",2017,40
"08203",2016,25
"08203",2017,25
"08204",2016,5
"08204",2017,10
"08205",2016,5
"08205",2017,5
"08206",2016,20
"08206",2017,25
"08207",2016,15
"08207",2017,20
"08208",2016,5
"08208",2017,10
"08209",2016,35
"08209",2017,30
"08210",2016,5
"08210",2017,5
"08211",2016,85
"08211",2017,70
"08212",2016,35
"08212",2017,25
"08214",2016,40
"08214",2017,40
"08215",2016,0
"08215",2017,0
"08216",2016,15
"08216",2017,20
"08217",2016,10
"08217",2017,10
"08218",2016,125
"08218",2017,130
"08219",2016,5
"08219",2017,5
"08220",2016,10
"08220",2017,10
"08222",2016,190
"08222",2017,190
"08223",2016,10
"08223",2017,10
"08225",2016,10
"08225",2017,15
"08226",2016,5
"08226",2017,10
"08228",2016,20
"08228",2017,20
"08229",2016,5
"08229",2017,5
"08230",2016,20
"08230",2017,20
"08232",2016,40
"08232",2017,35
"08233",2016,0
"08233",2017,5
"08234",2016,5
"08234",2017,5
"08235",2016,30
"08235",2017,25
"08236",2016,15
"08236",2017,20
"08237",2016,50
"08237",2017,40
"08238",2016,0
"08238",2017,5
"08239",2016,90
"08239",2017,90
"08240",2016,10
"08240",2017,10
"08242",2016,40
"08242",2017,50
"08243",2016,15
"08243",2017,10
"08244",2016,10
"08244",2017,10
"08245",2016,0
"08245",2017,0
"08246",2016,5
"08246",2017,10
"08247",2016,10
"08247",2017,5
"08248",2016,45
"08248",2017,45
"08249",2016,15
"08249",2017,15
"08250",2016,10
"08250",2017,10
"08251",2016,5
"08251",2017,0
"08252",2016,5
"08252",2017,10
"08254",2016,30
"08254",2017,50
"08255",2016,15
"08255",2017,20
"08256",2016,5
"08256",2017,5
"08257",2016,15
"08257",2017,15
"08259",2016,5
"08259",2017,10
"08260",2016,50
"08260",2017,55
"08262",2016,45
"08262",2017,50
"08263",2016,95
"08263",2017,100
"08264",2016,30
"08264",2017,35
"08268",2016,5
"08268",2017,0
"08269",2016,5
"08269",2017,10
"08271",2016,10
"08271",2017,5
"08272",2016,0
"08272",2017,5
"08273",2016,5
"08273",2017,5
"08274",2016,5
"08274",2017,0
"08275",2016,5
"08275",2017,5
"08276",2016,65
"08276",2017,65
"08277",2016,10
"08277",2017,10
"08278",2016,5
"08278",2017,5
"08279",2016,0
"08279",2017,0
"08280",2016,0
"08280",2017,5
"08281",2016,45
"08281",2017,35
"08282",2016,70
"08282",2017,90
"08283",2016,10
"08283",2017,10
"08284",2016,75
"08284",2017,65
"08286",2016,10
"08286",2017,10
"08287",2016,5
"08287",2017,5
"08288",2016,5
"08288",2017,5
"08289",2016,45
"08289",2017,45
"08291",2016,10
"08291",2017,5
"08293",2016,15
"08293",2017,15
"08295",2016,10
"08295",2017,15
"08296",2016,10
"08296",2017,5
"08297",2016,15
"08297",2017,10
"08298",2016,90
"08298",2017,85
"08301",2016,5
"08301",2017,5
"08302",2016,220
"08302",2017,245
"08303",2016,20
"08303",2017,25
"08304",2016,5
"08304",2017,5
"08305",2016,15
"08305",2017,10
"08306",2016,0
"08306",2017,0
"08307",2016,5
"08307",2017,5
"08308",2016,5
"08308",2017,5
"08309",2016,5
"08309",2017,5
"08310",2016,5
"08310",2017,5
"08311",2016,240
"08311",2017,250
"08312",2016,15
"08312",2017,10
"08313",2016,10
"08313",2017,10
"08314",2016,45
"08314",2017,50
"08315",2016,5
"08315",2017,5
"08316",2016,110
"08316",2017,95
"08317",2016,5
"08317",2017,0
"08318",2016,25
"08318",2017,20
"08319",2016,15
"08319",2017,15
"08320",2016,25
"08320",2017,25
"08321",2016,10
"08321",2017,10
"08322",2016,15
"08322",2017,20
"08323",2016,20
"08323",2017,15
"08324",2016,10
"08324",2017,10
"08325",2016,5
"08325",2017,0
"08326",2016,10
"08326",2017,5
"08327",2016,195
"08327",2017,215
"08328",2016,680
"08328",2017,665
"08329",2016,20
"08329",2017,20
"08330",2016,50
"08330",2017,55
"08331",2016,65
"08331",2017,60
"08332",2016,0
"08332",2017,0
"08333",2016,10
"08333",2017,15
"08334",2016,5
"08334",2017,5
"08335",2016,10
"08335",2017,5
"08336",2016,25
"08336",2017,25
"08338",2016,10
"08338",2017,5
"08339",2016,15
"08339",2017,20
"08340",2016,20
"08340",2017,10
"08341",2016,60
"08341",2017,60
"08342",2016,15
"08342",2017,20
"08343",2016,105
"08343",2017,100
"08344",2016,5
"08344",2017,10
"08346",2016,60
"08346",2017,70
"08347",2016,15
"08347",2017,15
"08348",2016,10
"08348",2017,5
"08349",2016,70
"08349",2017,65
"08350",2016,15
"08350",2017,15
"08351",2016,5
"08351",2017,10
"08352",2016,15
"08352",2017,15
"08353",2016,40
"08353",2017,40
"08354",2016,105
"08354",2017,100
"08355",2016,15
"08355",2017,25
"08356",2016,20
"08356",2017,15
"08357",2016,55
"08357",2017,65
"08358",2016,15
"08358",2017,20
"08360",2016,10
"08360",2017,10
"08361",2016,135
"08361",2017,135
"08362",2016,720
"08362",2017,755
"08363",2016,760
"08363",2017,785
"08364",2016,15
"08364",2017,5
"08365",2016,135
"08365",2017,110
"08366",2016,55
"08366",2017,50
"08367",2016,195
"08367",2017,185
"08368",2016,15
"08368",2017,15
"08369",2016,5
"08369",2017,10
"08370",2016,40
"08370",2017,40
"08372",2016,0
"08372",2017,5
"08373",2016,20
"08373",2017,20
"08374",2016,10
"08374",2017,10
"08375",2016,20
"08375",2017,20
"08376",2016,25
"08376",2017,25
"08377",2016,15
"08377",2017,15
"08378",2016,10
"08378",2017,5
"08379",2016,10
"08379",2017,10
"08380",2016,15
"08380",2017,15
"08381",2016,55
"08381",2017,60
"08382",2016,15
"08382",2017,5
"08383",2016,5
"08383",2017,5
"08384",2016,10
"08384",2017,10
"08385",2016,45
"08385",2017,65
"08386",2016,20
"08386",2017,20
"08387",2016,10
"08387",2017,10
"08388",2016,25
"08388",2017,25
"08389",2016,30
"08389",2017,25
"08390",2016,5
"08390",2017,5
"08391",2016,80
"08391",2017,80
"08392",2016,10
"08392",2017,10
"08393",2016,10
"08393",2017,10
"08394",2016,0
"08394",2017,0
"08395",2016,15
"08395",2017,15
"08396",2016,10
"08396",2017,10
"08397",2016,5
"08397",2017,0
"08398",2016,5
"08398",2017,5
"08399",2016,10
"08399",2017,10
"08400",2016,30
"08400",2017,35
"08401",2016,10
"08401",2017,15
"08402",2016,55
"08402",2017,60
"08403",2016,180
"08403",2017,165
"08404",2016,15
"08404",2017,10
"08405",2016,15
"08405",2017,20
"08406",2016,20
"08406",2017,15
"08407",2016,5
"08407",2017,5
"08408",2016,45
"08408",2017,50
"08409",2016,2405
"08409",2017,2395
"08410",2016,10
"08410",2017,5
"08411",2016,5
"08411",2017,5
"08412",2016,15
"08412",2017,15
"08413",2016,20
"08413",2017,20
"08415",2016,25
"08415",2017,25
"08416",2016,10
"08416",2017,15
"08417",2016,20
"08417",2017,20
"08418",2016,20
"08418",2017,20
"08419",2016,125
"08419",2017,125
"08420",2016,120
"08420",2017,125
"08421",2016,5
"08421",2017,5
"08422",2016,10
"08422",2017,15
"08424",2016,10
"08424",2017,10
"08425",2016,5
"08425",2017,5
"08426",2016,5
"08426",2017,10
"08427",2016,10
"08427",2017,10
"08428",2016,5
"08428",2017,5
"08429",2016,40
"08429",2017,40
"08430",2016,5
"08430",2017,5
"08431",2016,5
"08431",2017,5
"08432",2016,5
"08432",2017,5
"08433",2016,5
"08433",2017,5
"08434",2016,5
"08434",2017,0
"08435",2016,40
"08435",2017,45
"08436",2016,20
"08436",2017,25
"08437",2016,5
"08437",2017,5
"08438",2016,10
"08438",2017,5
"08439",2016,5
"08439",2017,15
"08440",2016,10
"08440",2017,10
"08444",2016,15
"08444",2017,15
"08445",2016,25
"08445",2017,25
"08446",2016,5
"08446",2017,5
"08448",2016,85
"08448",2017,85
"08449",2016,30
"08449",2017,35
"08450",2016,15
"08450",2017,10
"08451",2016,30
"08451",2017,30
"08452",2016,20
"08452",2017,25
"08453",2016,15
"08453",2017,15
"08454",2016,10
"08454",2017,10
"08455",2016,10
"08455",2017,5
"08456",2016,20
"08456",2017,25
"08457",2016,90
"08457",2017,80
"08458",2016,20
"08458",2017,20
"08459",2016,10
"08459",2017,10
"08460",2016,15
"08460",2017,15
"08461",2016,5
"08461",2017,10
"08462",2016,5
"08462",2017,5
"08463",2016,0
"08463",2017,0
"08464",2016,10
"08464",2017,5
"08465",2016,5
"08465",2017,5
"08466",2016,5
"08466",2017,5
"08467",2016,5
"08467",2017,10
"08468",2016,10
"08468",2017,15
"08469",2016,50
"08469",2017,30
"08470",2016,10
"08470",2017,10
"08471",2016,0
"08471",2017,5
"08472",2016,15
"08472",2017,15
"08473",2016,25
"08473",2017,15
"08476",2016,25
"08476",2017,30
"08477",2016,5
"08477",2017,10
"08478",2016,15
"08478",2017,15
"08479",2016,15
"08479",2017,15
"08480",2016,345
"08480",2017,340
"08481",2016,10
"08481",2017,15
"08482",2016,10
"08482",2017,5
"08483",2016,35
"08483",2017,40
"08484",2016,5
"08484",2017,0
"08485",2016,15
"08485",2017,15
"08486",2016,190
"08486",2017,185
"08487",2016,155
"08487",2017,155
"08488",2016,275
"08488",2017,250
"08489",2016,15
"08489",2017,10
"08490",2016,320
"08490",2017,330
"08491",2016,360
"08491",2017,360
"08492",2016,25
"08492",2017,25
"08494",2016,40
"08494",2017,40
"08496",2016,10
"08496",2017,10
"08497",2016,75
"08497",2017,80
"08498",2016,15
"08498",2017,15
"08499",2016,40
"08499",2017,35
"08500",2016,5
"08500",2017,5
"08501",2016,0
"08501",2017,0
"08502",2016,10
"08502",2017,5
"08503",2016,10
"08503",2017,10
"09001",2016,5
"09001",2017,10
"09002",2016,60
"09002",2017,60
"09003",2016,35
"09003",2017,30
"09004",2016,10
"09004",2017,10
"09005",2016,20
"09005",2017,15
"09006",2016,5
"09006",2017,5
"09007",2016,5
"09007",2017,5
"09008",2016,10
"09008",2017,15
"09009",2016,30
"09009",2017,35
"09011",2016,10
"09011",2017,15
"09012",2016,0
"09012",2017,0
"09013",2016,0
"09013",2017,5
"09014",2016,25
"09014",2017,30
"09015",2016,40
"09015",2017,50
"09016",2016,10
"09016",2017,10
"09017",2016,10
"09017",2017,10
"09018",2016,5
"09018",2017,5
"09019",2016,55
"09019",2017,55
"09020",2016,0
"09020",2017,5
"09021",2016,10
"09021",2017,10
"09022",2016,10
"09022",2017,20
"09023",2016,15
"09023",2017,15
"09024",2016,20
"09024",2017,20
"09025",2016,10
"09025",2017,5
"09026",2016,15
"09026",2017,15
"09027",2016,10
"09027",2017,5
"09029",2016,20
"09029",2017,15
"09030",2016,40
"09030",2017,45
"09031",2016,0
"09031",2017,0
"09032",2016,130
"09032",2017,140
"09033",2016,5
"09033",2017,5
"09034",2016,5
"09034",2017,5
"09035",2016,20
"09035",2017,25
"09037",2016,5
"09037",2017,5
"09038",2016,40
"09038",2017,50
"09039",2016,25
"09039",2017,35
"09040",2016,30
"09040",2017,30
"09041",2016,15
"09041",2017,15
"09042",2016,105
"09042",2017,120
"09043",2016,65
"09043",2017,70
"09044",2016,20
"09044",2017,15
"09045",2016,20
"09045",2017,20
"09046",2016,5
"09046",2017,5
"09047",2016,100
"09047",2017,100
"09048",2016,10
"09048",2017,10
"09049",2016,10
"09049",2017,15
"09050",2016,45
"09050",2017,40
"09051",2016,10
"09051",2017,10
"09052",2016,10
"09052",2017,10
"09053",2016,0
"09053",2017,5
"09054",2016,35
"09054",2017,30
"09055",2016,10
"09055",2017,10
"09056",2016,30
"09056",2017,35
"09057",2016,50
"09057",2017,45
"09058",2016,15
"09058",2017,10
"09059",2016,20
"09059",2017,20
"09060",2016,75
"09060",2017,75
"09061",2016,65
"09061",2017,70
"09062",2016,15
"09062",2017,20
"09063",2016,15
"09063",2017,15
"09064",2016,5
"09064",2017,5
"09065",2016,30
"09065",2017,40
"09066",2016,50
"09066",2017,45
"09067",2016,20
"09067",2017,20
"09068",2016,5
"09068",2017,10
"09069",2016,10
"09069",2017,10
"09070",2016,30
"09070",2017,25
"09071",2016,15
"09071",2017,15
"09072",2016,5
"09072",2017,5
"09073",2016,10
"09073",2017,15
"09074",2016,10
"09074",2017,15
"09075",2016,25
"09075",2017,40
"09076",2016,20
"09076",2017,25
"09077",2016,15
"09077",2017,15
"09078",2016,0
"09078",2017,5
"09079",2016,50
"09079",2017,55
"09080",2016,20
"09080",2017,25
"09081",2016,20
"09081",2017,15
"09082",2016,55
"09082",2017,55
"09083",2016,0
"09083",2017,5
"09084",2016,5
"09084",2017,5
"09085",2016,40
"09085",2017,40
"09086",2016,25
"09086",2017,35
"09087",2016,10
"09087",2017,5
"09088",2016,0
"09088",2017,0
"09089",2016,5
"09089",2017,5
"09090",2016,5
"09090",2017,0
"09091",2016,20
"09091",2017,20
"09092",2016,5
"09092",2017,5
"09093",2016,20
"09093",2017,20
"09094",2016,15
"09094",2017,15
"09095",2016,15
"09095",2017,15
"09096",2016,5
"09096",2017,5
"09097",2016,15
"09097",2017,15
"09098",2016,5
"09098",2017,5
"09099",2016,30
"09099",2017,30
"09100",2016,15
"09100",2017,10
"09101",2016,15
"09101",2017,20
"09102",2016,10
"09102",2017,10
"09103",2016,55
"09103",2017,50
"09104",2016,60
"09104",2017,65
"09105",2016,70
"09105",2017,95
"09106",2016,30
"09106",2017,35
"09107",2016,60
"09107",2017,65
"09108",2016,25
"09108",2017,25
"09109",2016,15
"09109",2017,20
"09110",2016,10
"09110",2017,10
"09111",2016,30
"09111",2017,25
"09113",2016,55
"09113",2017,55
"09114",2016,20
"09114",2017,25
"09115",2016,10
"09115",2017,10
"09116",2016,30
"09116",2017,40
"09117",2016,10
"09117",2017,5
"09118",2016,20
"09118",2017,20
"09119",2016,40
"09119",2017,40
"09120",2016,30
"09120",2017,35
"09121",2016,50
"09121",2017,55
"09122",2016,1080
"09122",2017,1095
"09123",2016,5
"09123",2017,5
"09124",2016,80
"09124",2017,100
"09125",2016,40
"09125",2017,40
"09126",2016,5
"09126",2017,5
"09127",2016,10
"09127",2017,15
"09128",2016,20
"09128",2017,25
"09129",2016,20
"09129",2017,20
"09130",2016,65
"09130",2017,65
"09131",2016,10
"09131",2017,10
"09132",2016,20
"09132",2017,15
"09133",2016,5
"09133",2017,0
"09134",2016,5
"09134",2017,5
"09136",2016,0
"09136",2017,5
"09137",2016,20
"09137",2017,25
"09138",2016,30
"09138",2017,30
"09139",2016,10
"09139",2017,10
"09140",2016,10
"09140",2017,15
"09141",2016,5
"09141",2017,5
"09142",2016,15
"09142",2017,10
"09143",2016,0
"09143",2017,0
"09145",2016,20
"09145",2017,15
"09146",2016,5
"09146",2017,5
"09147",2016,15
"09147",2017,10
"09148",2016,10
"09148",2017,10
"09149",2016,20
"09149",2017,20
"09150",2016,20
"09150",2017,15
"09151",2016,5
"09151",2017,5
"09152",2016,0
"09152",2017,0
"09153",2016,20
"09153",2017,15
"09154",2016,5
"09154",2017,10
"09155",2016,5
"09155",2017,5
"09156",2016,5
"09156",2017,5
"09157",2016,265
"09157",2017,255
"09158",2016,20
"09158",2017,20
"09159",2016,10
"09159",2017,10
"09160",2016,750
"09160",2017,765
"09161",2016,60
"09161",2017,55
"09162",2016,0
"09162",2017,0
"09163",2016,5
"09163",2017,5
"09164",2016,35
"09164",2017,35
"09165",2016,15
"09165",2017,20
"09166",2016,5
"09166",2017,5
"09167",2016,150
"09167",2017,140
"09168",2016,15
"09168",2017,20
"09169",2016,15
"09169",2017,10
"09170",2016,20
"09170",2017,15
"09171",2016,5
"09171",2017,10
"09172",2016,5
"09172",2017,5
"09173",2016,25
"09173",2017,35
"09174",2016,20
"09174",2017,20
"09175",2016,10
"09175",2017,5
"09176",2016,45
"09176",2017,40
"09177",2016,25
"09177",2017,30
"09178",2016,5
"09178",2017,0
"09179",2016,10
"09179",2017,5
"09180",2016,10
"09180",2017,10
"09181",2016,105
"09181",2017,100
"09182",2016,105
"09182",2017,105
"09183",2016,10
"09183",2017,10
"09184",2016,0
"09184",2017,0
"09185",2016,315
"09185",2017,315
"09186",2016,15
"09186",2017,15
"09187",2016,20
"09187",2017,30
"09188",2016,85
"09188",2017,100
"09189",2016,20
"09189",2017,20
"09190",2016,10
"09190",2017,15
"09192",2016,20
"09192",2017,20
"09193",2016,0
"09193",2017,0
"09194",2016,315
"09194",2017,320
"09195",2016,0
"09195",2017,0
"09196",2016,10
"09196",2017,15
"09197",2016,0
"09197",2017,0
"09198",2016,15
"09198",2017,15
"09199",2016,45
"09199",2017,55
"09200",2016,10
